,director_name,actor_1_name,actor_2_name,actor_3_name,genres,movie_title,comb
126,Chris Wedge,Jim Broadbent,Drew Carey,Paula Abdul,Adventure Animation Comedy Family Sci-Fi,robots,Jim Broadbent Drew Carey Paula Abdul Chris Wedge Adventure Animation Comedy Family Sci-Fi
127,John Woo,Nicolas Cage,CCH Pounder,Joan Allen,Action Crime Sci-Fi Thriller,face/off,Nicolas Cage CCH Pounder Joan Allen John Woo Action Crime Sci-Fi Thriller
128,unknown,Elden Henson,Royce Johnson,Charlie Cox,Action Adventure Crime Drama Sci-Fi Thriller,daredevilÃÂ            ,Elden Henson Royce Johnson Charlie Cox unknown Action Adventure Crime Drama Sci-Fi Thriller
129,Les Mayfield,Robin Williams,Jodi Benson,Sam Lloyd,Comedy Family Sci-Fi,flubber,Robin Williams Jodi Benson Sam Lloyd Les Mayfield Comedy Family Sci-Fi
130,Joe Pytka,Bill Murray,Wayne Knight,Michael Jordan,Adventure Animation Comedy Family Fantasy Sci-Fi Sport,space jam,Bill Murray Wayne Knight Michael Jordan Joe Pytka Adventure Animation Comedy Family Fantasy Sci-Fi Sport
131,Stephen Hopkins,Gary Oldman,William Hurt,June Lockhart,Action Adventure Family Sci-Fi Thriller,lost in space,Gary Oldman William Hurt June Lockhart Stephen Hopkins Action Adventure Family Sci-Fi Thriller
132,Jonathan Demme,Denzel Washington,Dorian Missick,Jose Pablo Cantillo,Drama Mystery Sci-Fi Thriller,the manchurian candidate,Denzel Washington Dorian Missick Jose Pablo Cantillo Jonathan Demme Drama Mystery Sci-Fi Thriller
133,Simon Wells,Mark Addy,Alan Young,Josh Stamberg,Action Adventure Sci-Fi,the time machine,Mark Addy Alan Young Josh Stamberg Simon Wells Action Adventure Sci-Fi
134,Tim Burton,Natalie Portman,Martin Short,Lukas Haas,Action Comedy Sci-Fi,mars attacks!,Natalie Portman Martin Short Lukas Haas Tim Burton Action Comedy Sci-Fi
135,Lucile Hadzihalilovic,Nissim Renard,Roxane Duran,Julie-Marie Parmentier,Drama Horror Mystery Sci-Fi,evolution,Nissim Renard Roxane Duran Julie-Marie Parmentier Lucile Hadzihalilovic Drama Horror Mystery Sci-Fi
136,Jonathan Mostow,Bruce Willis,Devin Ratray,Boris Kodjoe,Action Sci-Fi Thriller,surrogates,Bruce Willis Devin Ratray Boris Kodjoe Jonathan Mostow Action Sci-Fi Thriller
137,Roger Christian,Richard Tyson,Michael Byrne,John Topor,Action Adventure Sci-Fi,battlefield earth,Richard Tyson Michael Byrne John Topor Roger Christian Action Adventure Sci-Fi
138,Joe Dante,Brendan Fraser,Jenna Elfman,Heather Locklear,Adventure Animation Comedy Family Fantasy Sci-Fi,looney tunes: back in action,Brendan Fraser Jenna Elfman Heather Locklear Joe Dante Adventure Animation Comedy Family Fantasy Sci-Fi
139,Richard Donner,Paul Walker,Gerard Butler,Ethan Embry,Action Adventure Sci-Fi,timeline,Paul Walker Gerard Butler Ethan Embry Richard Donner Action Adventure Sci-Fi
140,Kevin Costner,Olivia Williams,Brian Anthony Wilson,Larenz Tate,Action Adventure Drama Sci-Fi,the postman,Olivia Williams Brian Anthony Wilson Larenz Tate Kevin Costner Action Adventure Drama Sci-Fi
141,Antony Hoffman,Bob Neill,Val Kilmer,Tom Sizemore,Action Sci-Fi Thriller,red planet,Bob Neill Val Kilmer Tom Sizemore Antony Hoffman Action Sci-Fi Thriller
142,Peter Hyams,David Oyelowo,Catherine McCormack,Jemima Rooper,Action Adventure Horror Sci-Fi Thriller,a sound of thunder,David Oyelowo Catherine McCormack Jemima Rooper Peter Hyams Action Adventure Horror Sci-Fi Thriller
143,Brad Peyton,Josh Hutcherson,Dwayne Johnson,Kristin Davis,Action Adventure Comedy Family Fantasy Sci-Fi,journey 2: the mysterious island,Josh Hutcherson Dwayne Johnson Kristin Davis Brad Peyton Action Adventure Comedy Family Fantasy Sci-Fi
144,Cody Cameron,Will Forte,Khamani Griffin,Melissa Sturm,Animation Comedy Family Fantasy Sci-Fi,cloudy with a chance of meatballs 2,Will Forte Khamani Griffin Melissa Sturm Cody Cameron Animation Comedy Family Fantasy Sci-Fi
145,Oliver Hirschbiegel,Roger Rees,Veronica Cartwright,Jeremy Northam,Sci-Fi Thriller,the invasion,Roger Rees Veronica Cartwright Jeremy Northam Oliver Hirschbiegel Sci-Fi Thriller
146,Stephen Norrington,Jason Flemyng,Max Ryan,Tony Curran,Action Adventure Fantasy Sci-Fi,the league of extraordinary gentlemen,Jason Flemyng Max Ryan Tony Curran Stephen Norrington Action Adventure Fantasy Sci-Fi
147,Pierre Coffin,Steve Carell,Miranda Cosgrove,Steve Coogan,Animation Comedy Family Sci-Fi,despicable me 2,Steve Carell Miranda Cosgrove Steve Coogan Pierre Coffin Animation Comedy Family Sci-Fi
148,Roland Emmerich,Will Smith,Adam Baldwin,Mary McDonnell,Action Adventure Sci-Fi,independence day,Will Smith Adam Baldwin Mary McDonnell Roland Emmerich Action Adventure Sci-Fi
149,Steven Spielberg,Ariana Richards,Richard Schiff,Vanessa Lee Chester,Action Adventure Sci-Fi,the lost world: jurassic park,Ariana Richards Richard Schiff Vanessa Lee Chester Steven Spielberg Action Adventure Sci-Fi
150,Alfonso CuarÃÂ³n,Charlie Hunnam,Danny Huston,Rita Davies,Drama Sci-Fi Thriller,children of men,Charlie Hunnam Danny Huston Rita Davies Alfonso CuarÃÂ³n Drama Sci-Fi Thriller
151,Bryan Singer,Hugh Jackman,Tyler Mane,Bruce Davison,Action Adventure Sci-Fi,x-men,Hugh Jackman Tyler Mane Bruce Davison Bryan Singer Action Adventure Sci-Fi
152,David Kellogg,Matthew Broderick,Rene Auberjonois,Rupert Everett,Action Adventure Comedy Family Sci-Fi,inspector gadget,Matthew Broderick Rene Auberjonois Rupert Everett David Kellogg Action Adventure Comedy Family Sci-Fi
153,Don Bluth,Matt Damon,Janeane Garofalo,Nathan Lane,Action Adventure Animation Family Sci-Fi,titan a.e.,Matt Damon Janeane Garofalo Nathan Lane Don Bluth Action Adventure Animation Family Sci-Fi
154,Paul W.S. Anderson,Connie Nielsen,Sean Pertwee,Jason Scott Lee,Action Drama Sci-Fi,soldier,Connie Nielsen Sean Pertwee Jason Scott Lee Paul W.S. Anderson Action Drama Sci-Fi
155,David Pastor,Christopher Meloni,Kiernan Shipka,Lou Taylor Pucci,Drama Horror Sci-Fi Thriller,carriers,Christopher Meloni Kiernan Shipka Lou Taylor Pucci David Pastor Drama Horror Sci-Fi Thriller
156,M. Night Shyamalan,Robin Wright,Bruce Willis,Michael Kelly,Drama Mystery Sci-Fi Thriller,unbreakable,Robin Wright Bruce Willis Michael Kelly M. Night Shyamalan Drama Mystery Sci-Fi Thriller
157,Kyle Balda,Steve Carell,Jon Hamm,Steve Coogan,Action Animation Comedy Family Sci-Fi,minions,Steve Carell Jon Hamm Steve Coogan Kyle Balda Action Animation Comedy Family Sci-Fi
158,Barry Levinson,Peter Coyote,James Pickens Jr.,Huey Lewis,Drama Mystery Sci-Fi Thriller,sphere,Peter Coyote James Pickens Jr. Huey Lewis Barry Levinson Drama Mystery Sci-Fi Thriller
159,M. Night Shyamalan,Rory Culkin,Merritt Wever,Cherry Jones,Drama Sci-Fi Thriller,signs,Rory Culkin Merritt Wever Cherry Jones M. Night Shyamalan Drama Sci-Fi Thriller
160,Cameron Crowe,Tom Cruise,Ivana Milicevic,Noah Taylor,Fantasy Mystery Romance Sci-Fi Thriller,vanilla sky,Tom Cruise Ivana Milicevic Noah Taylor Cameron Crowe Fantasy Mystery Romance Sci-Fi Thriller
161,Paul W.S. Anderson,Sanaa Lathan,Colin Salmon,Raoul Bova,Action Horror Sci-Fi Thriller,avp: alien vs. predator,Sanaa Lathan Colin Salmon Raoul Bova Paul W.S. Anderson Action Horror Sci-Fi Thriller
162,Jonathan Frakes,LeVar Burton,Jonathan Frakes,Michael Dorn,Action Adventure Sci-Fi Thriller,star trek: insurrection,LeVar Burton Jonathan Frakes Michael Dorn Jonathan Frakes Action Adventure Sci-Fi Thriller
163,Jonathan Liebesman,Noel Fisher,Jim Parrack,Ramon Rodriguez,Action Sci-Fi,battle los angeles,Noel Fisher Jim Parrack Ramon Rodriguez Jonathan Liebesman Action Sci-Fi
164,James Cameron,Michael Biehn,Todd Graff,Mary Elizabeth Mastrantonio,Adventure Drama Sci-Fi Thriller,the abyss,Michael Biehn Todd Graff Mary Elizabeth Mastrantonio James Cameron Adventure Drama Sci-Fi Thriller
165,Andrzej Bartkowiak,Dwayne Johnson,Ben Daniels,Dexter Fletcher,Action Adventure Horror Sci-Fi,doom,Dwayne Johnson Ben Daniels Dexter Fletcher Andrzej Bartkowiak Action Adventure Horror Sci-Fi
166,John McTiernan,LL Cool J,Chris Klein,Andrew Bryniarski,Action Sci-Fi Sport,rollerball,LL Cool J Chris Klein Andrew Bryniarski John McTiernan Action Sci-Fi Sport
167,Wych Kaosayananda,Talisa Soto,Sandrine Holt,Gregg Henry,Action Crime Sci-Fi Thriller,ballistic: ecks vs. sever,Talisa Soto Sandrine Holt Gregg Henry Wych Kaosayananda Action Crime Sci-Fi Thriller
168,Kerry Conran,Angelina Jolie Pitt,Laurence Olivier,Bai Ling,Action Adventure Mystery Sci-Fi Thriller,sky captain and the world of tomorrow,Angelina Jolie Pitt Laurence Olivier Bai Ling Kerry Conran Action Adventure Mystery Sci-Fi Thriller
169,Mikael HÃÂ¥fstrÃÂ¶m,Sylvester Stallone,50 Cent,Matt Gerald,Action Crime Mystery Sci-Fi Thriller,escape plan,Sylvester Stallone 50 Cent Matt Gerald Mikael HÃÂ¥fstrÃÂ¶m Action Crime Mystery Sci-Fi Thriller
170,Kinka Usher,Janeane Garofalo,Wes Studi,Eddie Izzard,Action Comedy Fantasy Sci-Fi,mystery men,Janeane Garofalo Wes Studi Eddie Izzard Kinka Usher Action Comedy Fantasy Sci-Fi
171,Rob Bowman,Martin Landau,Mitch Pileggi,Jeffrey DeMunn,Drama Mystery Sci-Fi Thriller,the x files,Martin Landau Mitch Pileggi Jeffrey DeMunn Rob Bowman Drama Mystery Sci-Fi Thriller
172,Lawrence Kasdan,Morgan Freeman,Michael O'Neill,Reece Thompson,Drama Horror Sci-Fi Thriller,dreamcatcher,Morgan Freeman Michael O'Neill Reece Thompson Lawrence Kasdan Drama Horror Sci-Fi Thriller
173,Lana Wachowski,Keanu Reeves,Marcus Chong,Gloria Foster,Action Sci-Fi,the matrix,Keanu Reeves Marcus Chong Gloria Foster Lana Wachowski Action Sci-Fi
174,Paul Verhoeven,Ronny Cox,Rachel Ticotin,Marshall Bell,Action Sci-Fi,total recall,Ronny Cox Rachel Ticotin Marshall Bell Paul Verhoeven Action Sci-Fi
175,David S. Goyer,Ryan Reynolds,Natasha Lyonne,John Michael Higgins,Action Adventure Fantasy Horror Sci-Fi Thriller,blade: trinity,Ryan Reynolds Natasha Lyonne John Michael Higgins David S. Goyer Action Adventure Fantasy Horror Sci-Fi Thriller
176,Paul W.S. Anderson,Milla Jovovich,Boris Kodjoe,Bingbing Li,Action Horror Sci-Fi Thriller,resident evil: retribution,Milla Jovovich Boris Kodjoe Bingbing Li Paul W.S. Anderson Action Horror Sci-Fi Thriller
177,Paul W.S. Anderson,Jason Statham,Max Ryan,Joan Allen,Action Sci-Fi Thriller,death race,Jason Statham Max Ryan Joan Allen Paul W.S. Anderson Action Sci-Fi Thriller
178,Jon Favreau,Kristen Stewart,Josh Hutcherson,Jonah Bobo,Action Adventure Comedy Family Fantasy Sci-Fi,zathura: a space adventure,Kristen Stewart Josh Hutcherson Jonah Bobo Jon Favreau Action Adventure Comedy Family Fantasy Sci-Fi
179,Stuart Beattie,Caitlin Stasey,Kevin Grevioux,Miranda Otto,Action Fantasy Sci-Fi Thriller,"i, frankenstein",Caitlin Stasey Kevin Grevioux Miranda Otto Stuart Beattie Action Fantasy Sci-Fi Thriller
180,David Bowers,Nicolas Cage,Charlize Theron,Dee Bradley Baker,Action Animation Comedy Family Sci-Fi,astro boy,Nicolas Cage Charlize Theron Dee Bradley Baker David Bowers Action Animation Comedy Family Sci-Fi
181,Steven Spielberg,Wayne Knight,Ariana Richards,Bob Peck,Adventure Sci-Fi Thriller,jurassic park,Wayne Knight Ariana Richards Bob Peck Steven Spielberg Adventure Sci-Fi Thriller
182,Mark Dindal,Catherine O'Hara,Fred Willard,Amy Sedaris,Adventure Animation Comedy Family Sci-Fi,chicken little,Catherine O'Hara Fred Willard Amy Sedaris Mark Dindal Adventure Animation Comedy Family Sci-Fi
183,Peter Weir,Natascha McElhone,Noah Emmerich,Peter Krause,Comedy Drama Sci-Fi,the truman show,Natascha McElhone Noah Emmerich Peter Krause Peter Weir Comedy Drama Sci-Fi
184,Wes Ball,Ki Hong Lee,Lili Taylor,Rosa Salazar,Action Sci-Fi Thriller,the scorch trials,Ki Hong Lee Lili Taylor Rosa Salazar Wes Ball Action Sci-Fi Thriller
185,Renny Harlin,LL Cool J,Michael Rapaport,Saffron Burrows,Action Sci-Fi Thriller,deep blue sea,LL Cool J Michael Rapaport Saffron Burrows Renny Harlin Action Sci-Fi Thriller
186,M. Night Shyamalan,Zooey Deschanel,Alan Ruck,Kristen Connolly,Sci-Fi Thriller,the happening,Zooey Deschanel Alan Ruck Kristen Connolly M. Night Shyamalan Sci-Fi Thriller
187,Guillermo del Toro,James Babson,Rupert Evans,Brian Steele,Action Fantasy Horror Sci-Fi,hellboy,James Babson Rupert Evans Brian Steele Guillermo del Toro Action Fantasy Horror Sci-Fi
188,John Woo,Ivana Milicevic,Joe Morton,Callum Rennie,Action Mystery Sci-Fi Thriller,paycheck,Ivana Milicevic Joe Morton Callum Rennie John Woo Action Mystery Sci-Fi Thriller
189,Kevin Donovan,Romany Malco,Debi Mazar,Ritchie Coster,Action Comedy Sci-Fi,the tuxedo,Romany Malco Debi Mazar Ritchie Coster Kevin Donovan Action Comedy Sci-Fi
190,Jean-Pierre Jeunet,Gary Dourdan,Michael Wincott,Raymond Cruz,Action Horror Sci-Fi,alien: resurrection,Gary Dourdan Michael Wincott Raymond Cruz Jean-Pierre Jeunet Action Horror Sci-Fi
191,Rob Bowman,Christian Bale,Gerard Butler,Matthew McConaughey,Action Adventure Fantasy Sci-Fi Thriller,reign of fire,Christian Bale Gerard Butler Matthew McConaughey Rob Bowman Action Adventure Fantasy Sci-Fi Thriller
192,Donald Petrie,Steven Anthony Lawrence,Ray Walston,Michael Lerner,Comedy Family Sci-Fi,my favorite martian,Steven Anthony Lawrence Ray Walston Michael Lerner Donald Petrie Comedy Family Sci-Fi
193,Jorge Blanco,Dwayne Johnson,Gary Oldman,James Corden,Adventure Animation Comedy Family Sci-Fi,planet 51,Dwayne Johnson Gary Oldman James Corden Jorge Blanco Adventure Animation Comedy Family Sci-Fi
194,Stuart Baird,Tom Hardy,LeVar Burton,Jonathan Frakes,Action Adventure Sci-Fi Thriller,star trek: nemesis,Tom Hardy LeVar Burton Jonathan Frakes Stuart Baird Action Adventure Sci-Fi Thriller
195,Peter Hyams,John Kapelos,Penelope Ann Miller,Chi Muoi Lo,Horror Mystery Sci-Fi Thriller,the relic,John Kapelos Penelope Ann Miller Chi Muoi Lo Peter Hyams Horror Mystery Sci-Fi Thriller
196,Scott Stewart,Josh Wingate,Alan Dale,Jacob Hopkins,Action Fantasy Horror Sci-Fi Thriller,priest,Josh Wingate Alan Dale Jacob Hopkins Scott Stewart Action Fantasy Horror Sci-Fi Thriller
197,Paul W.S. Anderson,Sean Pertwee,Joely Richardson,Kathleen Quinlan,Horror Sci-Fi Thriller,event horizon,Sean Pertwee Joely Richardson Kathleen Quinlan Paul W.S. Anderson Horror Sci-Fi Thriller
198,Joss Whedon,Chris Hemsworth,Robert Downey Jr.,Scarlett Johansson,Action Adventure Sci-Fi,the avengers,Chris Hemsworth Robert Downey Jr. Scarlett Johansson Joss Whedon Action Adventure Sci-Fi
199,Walter Hill,Robert Forster,Wilson Cruz,Vanessa Marshall,Horror Sci-Fi Thriller,supernova,Robert Forster Wilson Cruz Vanessa Marshall Walter Hill Horror Sci-Fi Thriller
200,Brian Robbins,Marc Blucas,Mike O'Malley,Shawn Christian,Adventure Comedy Family Romance Sci-Fi,meet dave,Marc Blucas Mike O'Malley Shawn Christian Brian Robbins Adventure Comedy Family Romance Sci-Fi
201,Tim Miller,Ryan Reynolds,Ed Skrein,Stefan Kapicic,Action Adventure Comedy Romance Sci-Fi,deadpool,Ryan Reynolds Ed Skrein Stefan Kapicic Tim Miller Action Adventure Comedy Romance Sci-Fi
202,Brian Levant,Taylor Negron,Mark Addy,Danny Woodburn,Comedy Family Romance Sci-Fi,the flintstones in viva rock vegas,Taylor Negron Mark Addy Danny Woodburn Brian Levant Comedy Family Romance Sci-Fi
203,Paul W.S. Anderson,Milla Jovovich,Boris Kodjoe,Shawn Roberts,Action Adventure Horror Sci-Fi,resident evil: afterlife,Milla Jovovich Boris Kodjoe Shawn Roberts Paul W.S. Anderson Action Adventure Horror Sci-Fi
204,Richard Donner,Marlon Brando,Margot Kidder,Ned Beatty,Action Adventure Drama Romance Sci-Fi,superman,Marlon Brando Margot Kidder Ned Beatty Richard Donner Action Adventure Drama Romance Sci-Fi
205,Tom Shadyac,Jada Pinkett Smith,James Coburn,Dave Chappelle,Comedy Romance Sci-Fi,the nutty professor,Jada Pinkett Smith James Coburn Dave Chappelle Tom Shadyac Comedy Romance Sci-Fi
206,unknown,Christopher Judge,Don S. Davis,Gary Jones,Action Adventure Drama Sci-Fi,stargate sg-1ÃÂ            ,Christopher Judge Don S. Davis Gary Jones unknown Action Adventure Drama Sci-Fi
207,David Fincher,Charles S. Dutton,Holt McCallany,Paul McGann,Action Horror Sci-Fi,alien 3,Charles S. Dutton Holt McCallany Paul McGann David Fincher Action Horror Sci-Fi
208,Andrew Davis,Keanu Reeves,Morgan Freeman,Kevin Dunn,Action Drama Sci-Fi Thriller,chain reaction,Keanu Reeves Morgan Freeman Kevin Dunn Andrew Davis Action Drama Sci-Fi Thriller
209,Karyn Kusama,Charlize Theron,Sophie Okonedo,Paterson Joseph,Action Sci-Fi,ÃÂ¦on flux,Charlize Theron Sophie Okonedo Paterson Joseph Karyn Kusama Action Sci-Fi
210,Jonathan Frakes,Sophia Myles,Philip Winchester,Brady Corbet,Action Adventure Comedy Family Sci-Fi,thunderbirds,Sophia Myles Philip Winchester Brady Corbet Jonathan Frakes Action Adventure Comedy Family Sci-Fi
211,Guillermo del Toro,Norman Reedus,Thomas Kretschmann,Tony Curran,Action Horror Sci-Fi Thriller,blade ii,Norman Reedus Thomas Kretschmann Tony Curran Guillermo del Toro Action Horror Sci-Fi Thriller
212,Richard Lester,Margot Kidder,Ned Beatty,Jackie Cooper,Action Adventure Romance Sci-Fi,superman ii,Margot Kidder Ned Beatty Jackie Cooper Richard Lester Action Adventure Romance Sci-Fi
213,George Nolfi,Matt Damon,Michael Kelly,Jon Stewart,Romance Sci-Fi Thriller,the adjustment bureau,Matt Damon Michael Kelly Jon Stewart George Nolfi Romance Sci-Fi Thriller
214,J.J. Abrams,Joel Courtney,AJ Michalka,Zach Mills,Mystery Sci-Fi Thriller,super 8,Joel Courtney AJ Michalka Zach Mills J.J. Abrams Mystery Sci-Fi Thriller
215,Frank Marshall,Dylan Walsh,Joe Don Baker,Grant Heslov,Action Adventure Mystery Sci-Fi,congo,Dylan Walsh Joe Don Baker Grant Heslov Frank Marshall Action Adventure Mystery Sci-Fi
216,Alex Proyas,Nicolas Cage,Ben Mendelsohn,Chandler Canterbury,Drama Mystery Sci-Fi Thriller,knowing,Nicolas Cage Ben Mendelsohn Chandler Canterbury Alex Proyas Drama Mystery Sci-Fi Thriller
217,Andy Fickman,Dwayne Johnson,Billy Brown,Tom Everett Scott,Action Adventure Family Fantasy Sci-Fi Thriller,race to witch mountain,Dwayne Johnson Billy Brown Tom Everett Scott Andy Fickman Action Adventure Family Fantasy Sci-Fi Thriller
218,D.J. Caruso,Alex Pettyfer,Emily Wickersham,Reuben Langdon,Action Adventure Sci-Fi Thriller,i am number four,Alex Pettyfer Emily Wickersham Reuben Langdon D.J. Caruso Action Adventure Sci-Fi Thriller
219,Alexander Witt,Milla Jovovich,Thomas Kretschmann,Mike Epps,Action Horror Sci-Fi Thriller,resident evil: apocalypse,Milla Jovovich Thomas Kretschmann Mike Epps Alexander Witt Action Horror Sci-Fi Thriller
220,John Carpenter,Steve Buscemi,Valeria Golino,Michelle Forbes,Action Adventure Sci-Fi Thriller,escape from l.a.,Steve Buscemi Valeria Golino Michelle Forbes John Carpenter Action Adventure Sci-Fi Thriller
221,Brad Bird,Vin Diesel,Harry Connick Jr.,M. Emmet Walsh,Action Adventure Animation Comedy Drama Family Sci-Fi,the iron giant,Vin Diesel Harry Connick Jr. M. Emmet Walsh Brad Bird Action Adventure Animation Comedy Drama Family Sci-Fi
222,unknown,Julie Benz,Tony Curran,Grant Bowler,Action Drama Sci-Fi,defianceÃÂ            ,Julie Benz Tony Curran Grant Bowler unknown Action Drama Sci-Fi
223,Mark Neveldine,Gerard Butler,Logan Lerman,Alison Lohman,Action Sci-Fi Thriller,gamer,Gerard Butler Logan Lerman Alison Lohman Mark Neveldine Action Sci-Fi Thriller
224,Mike Nichols,Judy Greer,Linda Fiorentino,Garry Shandling,Comedy Sci-Fi,what planet are you from?,Judy Greer Linda Fiorentino Garry Shandling Mike Nichols Comedy Sci-Fi
225,James Wong,Jason Statham,Jet Li,Delroy Lindo,Action Sci-Fi Thriller,the one,Jason Statham Jet Li Delroy Lindo James Wong Action Sci-Fi Thriller
226,unknown,Tobias Menzies,Graham McTavish,Stephen Walters,Drama Romance Sci-Fi,outlanderÃÂ            ,Tobias Menzies Graham McTavish Stephen Walters unknown Drama Romance Sci-Fi
227,Neill Blomkamp,Hugh Jackman,Sharlto Copley,Jose Pablo Cantillo,Action Crime Drama Sci-Fi Thriller,chappie,Hugh Jackman Sharlto Copley Jose Pablo Cantillo Neill Blomkamp Action Crime Drama Sci-Fi Thriller
228,Iain Softley,Kevin Spacey,Jeff Bridges,Alfre Woodard,Drama Mystery Sci-Fi,k-pax,Kevin Spacey Jeff Bridges Alfre Woodard Iain Softley Drama Mystery Sci-Fi
229,Andrei Tarkovsky,Donatas Banionis,Anatoliy Solonitsyn,Natalya Bondarchuk,Drama Mystery Sci-Fi,solaris,Donatas Banionis Anatoliy Solonitsyn Natalya Bondarchuk Andrei Tarkovsky Drama Mystery Sci-Fi
230,Jonathan Frakes,LeVar Burton,Alfre Woodard,Jonathan Frakes,Action Adventure Drama Sci-Fi Thriller,star trek: first contact,LeVar Burton Alfre Woodard Jonathan Frakes Jonathan Frakes Action Adventure Drama Sci-Fi Thriller
231,Eric Brevig,Josh Hutcherson,Brendan Fraser,Anita Briem,Action Adventure Family Fantasy Sci-Fi,journey to the center of the earth,Josh Hutcherson Brendan Fraser Anita Briem Eric Brevig Action Adventure Family Fantasy Sci-Fi
232,Dean Parisot,Alan Rickman,Enrico Colantoni,Robin Sachs,Adventure Comedy Sci-Fi,galaxy quest,Alan Rickman Enrico Colantoni Robin Sachs Dean Parisot Adventure Comedy Sci-Fi
233,Garth Jennings,Zooey Deschanel,Kelly Macdonald,Thomas Lennon,Adventure Comedy Sci-Fi,the hitchhiker's guide to the galaxy,Zooey Deschanel Kelly Macdonald Thomas Lennon Garth Jennings Adventure Comedy Sci-Fi
234,Russell Mulcahy,Milla Jovovich,Mike Epps,James Tumminia,Action Horror Sci-Fi Thriller,resident evil: extinction,Milla Jovovich Mike Epps James Tumminia Russell Mulcahy Action Horror Sci-Fi Thriller
235,David Lynch,Virginia Madsen,JÃÂ¼rgen Prochnow,JosÃÂ© Ferrer,Action Adventure Sci-Fi,dune,Virginia Madsen JÃÂ¼rgen Prochnow JosÃÂ© Ferrer David Lynch Action Adventure Sci-Fi
236,Mathieu Kassovitz,Vin Diesel,Charlotte Rampling,David Belle,Action Adventure Sci-Fi Thriller,babylon a.d.,Vin Diesel Charlotte Rampling David Belle Mathieu Kassovitz Action Adventure Sci-Fi Thriller
237,Harold Ramis,John de Lancie,Brian Doyle-Murray,Obba BabatundÃÂ©,Comedy Romance Sci-Fi,multiplicity,John de Lancie Brian Doyle-Murray Obba BabatundÃÂ© Harold Ramis Comedy Romance Sci-Fi
238,John Schultz,Malese Jow,Carter Jenkins,Tim Meadows,Adventure Comedy Family Fantasy Sci-Fi,aliens in the attic,Malese Jow Carter Jenkins Tim Meadows John Schultz Adventure Comedy Family Fantasy Sci-Fi
239,Pete Travis,Wood Harris,Jason Cope,Rakie Ayola,Action Sci-Fi,dredd,Wood Harris Jason Cope Rakie Ayola Pete Travis Action Sci-Fi
240,Stephen Sommers,Djimon Hounsou,Jason Flemyng,Wes Studi,Action Adventure Horror Sci-Fi,deep rising,Djimon Hounsou Jason Flemyng Wes Studi Stephen Sommers Action Adventure Horror Sci-Fi
241,Len Wiseman,Sophia Myles,Tony Curran,Derek Jacobi,Action Adventure Fantasy Sci-Fi Thriller,underworld: evolution,Sophia Myles Tony Curran Derek Jacobi Len Wiseman Action Adventure Fantasy Sci-Fi Thriller
242,Annabel Jankel,Bob Hoskins,Fisher Stevens,Fiona Shaw,Adventure Comedy Family Fantasy Sci-Fi,super mario bros.,Bob Hoskins Fisher Stevens Fiona Shaw Annabel Jankel Adventure Comedy Family Fantasy Sci-Fi
243,Robert Zemeckis,Lea Thompson,Jeffrey Weissman,Thomas F. Wilson,Adventure Comedy Sci-Fi,back to the future part ii,Lea Thompson Jeffrey Weissman Thomas F. Wilson Robert Zemeckis Adventure Comedy Sci-Fi
244,Luc Besson,Scarlett Johansson,Morgan Freeman,Amr Waked,Action Sci-Fi Thriller,lucy,Scarlett Johansson Morgan Freeman Amr Waked Luc Besson Action Sci-Fi Thriller
245,Robert Rodriguez,Sylvester Stallone,Salma Hayek,Alexa PenaVega,Action Adventure Comedy Family Sci-Fi,spy kids 3-d: game over,Sylvester Stallone Salma Hayek Alexa PenaVega Robert Rodriguez Action Adventure Comedy Family Sci-Fi
246,Robert Zemeckis,Lea Thompson,Jeffrey Weissman,Thomas F. Wilson,Adventure Comedy Sci-Fi Western,back to the future part iii,Lea Thompson Jeffrey Weissman Thomas F. Wilson Robert Zemeckis Adventure Comedy Sci-Fi Western
247,Joe Dante,Kirsten Dunst,Denis Leary,Robert Picardo,Action Adventure Comedy Family Sci-Fi,small soldiers,Kirsten Dunst Denis Leary Robert Picardo Joe Dante Action Adventure Comedy Family Sci-Fi
248,Christopher Nolan,Christian Bale,Hugh Jackman,Scarlett Johansson,Drama Mystery Sci-Fi Thriller,the prestige,Christian Bale Hugh Jackman Scarlett Johansson Christopher Nolan Drama Mystery Sci-Fi Thriller
249,Cal Brunker,Brendan Fraser,Paul Scheer,Jonathan Morgan Heit,Adventure Animation Comedy Family Sci-Fi,escape from planet earth,Brendan Fraser Paul Scheer Jonathan Morgan Heit Cal Brunker Adventure Animation Comedy Family Sci-Fi
250,NimrÃÂ³d Antal,Topher Grace,Alice Braga,Derek Mears,Action Adventure Sci-Fi Thriller,predators,Topher Grace Alice Braga Derek Mears NimrÃÂ³d Antal Action Adventure Sci-Fi Thriller
251,Colin Strause,Sam Trammell,Johnny Lewis,Ian Whyte,Action Horror Sci-Fi Thriller,aliens vs. predator: requiem,Sam Trammell Johnny Lewis Ian Whyte Colin Strause Action Horror Sci-Fi Thriller
252,Greg Mottola,Bobby Lee,Nelson Ascencio,Jeremy Owen,Adventure Comedy Sci-Fi,paul,Bobby Lee Nelson Ascencio Jeremy Owen Greg Mottola Adventure Comedy Sci-Fi
253,John Frankenheimer,Marlon Brando,Temuera Morrison,Marco Hofschneider,Horror Sci-Fi Thriller,the island of dr. moreau,Marlon Brando Temuera Morrison Marco Hofschneider John Frankenheimer Horror Sci-Fi Thriller
