,director_name,actor_1_name,actor_2_name,actor_3_name,genres,movie_title,comb
791,Tim Hill,Jesse McCartney,Beth Riesgraf,Matthew Gray Gubler,Animation Comedy Family Fantasy Music,alvin and the chipmunks,Jesse McCartney Beth Riesgraf Matthew Gray Gubler Tim Hill Animation Comedy Family Fantasy Music
792,Jay Roach,Robert De Niro,Blythe Danner,Teri Polo,Comedy,meet the parents,Robert De Niro Blythe Danner Teri Polo Jay Roach Comedy
795,Tom Shadyac,Jada Pinkett Smith,James Coburn,Dave Chappelle,Comedy Romance Sci-Fi,the nutty professor,Jada Pinkett Smith James Coburn Dave Chappelle Tom Shadyac Comedy Romance Sci-Fi
796,Andy Tennant,Will Smith,Michael Rapaport,Kevin Sussman,Comedy Romance,hitch,Will Smith Michael Rapaport Kevin Sussman Andy Tennant Comedy Romance
797,Sam Weisman,Brendan Fraser,Abraham Benrubi,Holland Taylor,Action Adventure Comedy Family Romance,george of the jungle,Brendan Fraser Abraham Benrubi Holland Taylor Sam Weisman Action Adventure Comedy Family Romance
798,Jesse Dylan,Alyson Hannigan,Thomas Ian Nicholas,Fred Willard,Comedy Romance,american wedding,Alyson Hannigan Thomas Ian Nicholas Fred Willard Jesse Dylan Comedy Romance
800,Shawn Levy,Mila Kunis,James Franco,Steve Carell,Comedy Crime Romance Thriller,date night,Mila Kunis James Franco Steve Carell Shawn Levy Comedy Crime Romance Thriller
801,Brad Silberling,Eric Idle,Fred Rogers,Cathy Moriarty,Comedy Family Fantasy,casper,Eric Idle Fred Rogers Cathy Moriarty Brad Silberling Comedy Family Fantasy
803,Wayne Wang,Bob Hoskins,Frances Conroy,Natasha Richardson,Comedy Drama Romance,maid in manhattan,Bob Hoskins Frances Conroy Natasha Richardson Wayne Wang Comedy Drama Romance
810,Frank Oz,Robert Downey Jr.,Adam Alexi-Malle,Jamie Kennedy,Comedy,bowfinger,Robert Downey Jr. Adam Alexi-Malle Jamie Kennedy Frank Oz Comedy
813,Andrey Konchalovskiy,Sylvester Stallone,Jack Palance,Brion James,Action Comedy Crime Thriller,tango & cash,Sylvester Stallone Jack Palance Brion James Andrey Konchalovskiy Action Comedy Crime Thriller
814,Robert Zemeckis,Bruce Willis,Meryl Streep,Isabella Rossellini,Comedy Fantasy Horror,death becomes her,Bruce Willis Meryl Streep Isabella Rossellini Robert Zemeckis Comedy Fantasy Horror
815,Tom Dey,Xander Berkeley,Jason Connery,Kate Luyben,Action Adventure Comedy Western,shanghai noon,Xander Berkeley Jason Connery Kate Luyben Tom Dey Action Adventure Comedy Western
817,Mark Waters,Madeline Carroll,Ophelia Lovibond,Philip Baker Hall,Comedy Family Fantasy,mr. popper's penguins,Madeline Carroll Ophelia Lovibond Philip Baker Hall Mark Waters Comedy Family Fantasy
819,Jimmy Hayward,Amy Poehler,Carlos Ponce,Dan Fogler,Adventure Animation Comedy Family,free birds,Amy Poehler Carlos Ponce Dan Fogler Jimmy Hayward Adventure Animation Comedy Family
824,Paul King,Julie Walters,Matt Lucas,Sally Hawkins,Animation Comedy Family Fantasy,paddington,Julie Walters Matt Lucas Sally Hawkins Paul King Animation Comedy Family Fantasy
827,Bobby Farrelly,Matt Damon,Terence Bernie Hines,Seymour Cassel,Comedy,stuck on you,Matt Damon Terence Bernie Hines Seymour Cassel Bobby Farrelly Comedy
828,Kent Alterman,Will Ferrell,Maura Tierney,Matt Walsh,Comedy Sport,semi-pro,Will Ferrell Maura Tierney Matt Walsh Kent Alterman Comedy Sport
829,Peter Lord,Salma Hayek,Russell Tovey,Brian Blessed,Adventure Animation Comedy Family,the pirates! band of misfits,Salma Hayek Russell Tovey Brian Blessed Peter Lord Adventure Animation Comedy Family
838,Karey Kirkpatrick,Stephen Root,Ronny Cox,Richard Schiff,Comedy Drama Family Fantasy,imagine that,Stephen Root Ronny Cox Richard Schiff Karey Kirkpatrick Comedy Drama Family Fantasy
839,James Bobin,Ty Burrell,Tina Fey,Hugh Bonneville,Adventure Comedy Crime Family Musical,muppets most wanted,Ty Burrell Tina Fey Hugh Bonneville James Bobin Adventure Comedy Crime Family Musical
840,Jonathan Frakes,Sophia Myles,Philip Winchester,Brady Corbet,Action Adventure Comedy Family Sci-Fi,thunderbirds,Sophia Myles Philip Winchester Brady Corbet Jonathan Frakes Action Adventure Comedy Family Sci-Fi
848,Cameron Crowe,Orlando Bloom,Kirsten Dunst,Judy Greer,Comedy Drama Romance,elizabethtown,Orlando Bloom Kirsten Dunst Judy Greer Cameron Crowe Comedy Drama Romance
849,Anthony Russo,Todd Stashwick,Billy Gardell,Amanda Detmer,Comedy Romance,"you, me and dupree",Todd Stashwick Billy Gardell Amanda Detmer Anthony Russo Comedy Romance
851,Martin Brest,Todd Giebenhain,Lenny Venito,David Backus,Comedy Crime Romance,gigli,Todd Giebenhain Lenny Venito David Backus Martin Brest Comedy Crime Romance
865,Peyton Reed,Jon Favreau,John Michael Higgins,Ann-Margret,Comedy Drama Romance,the break-up,Jon Favreau John Michael Higgins Ann-Margret Peyton Reed Comedy Drama Romance
866,Phyllida Lloyd,Colin Firth,Meryl Streep,Julie Walters,Comedy Family Musical Romance,mamma mia!,Colin Firth Meryl Streep Julie Walters Phyllida Lloyd Comedy Family Musical Romance
867,Garry Marshall,Bradley Cooper,Taylor Lautner,Anne Hathaway,Comedy Romance,valentine's day,Bradley Cooper Taylor Lautner Anne Hathaway Garry Marshall Comedy Romance
868,Jay Chandrasekhar,Alice Greczyn,Jessica Simpson,Michael Weston,Action Adventure Comedy,the dukes of hazzard,Alice Greczyn Jessica Simpson Michael Weston Jay Chandrasekhar Action Adventure Comedy
870,David Dobkin,Ryan Reynolds,Olivia Wilde,Mircea Monroe,Comedy Fantasy,the change-up,Ryan Reynolds Olivia Wilde Mircea Monroe David Dobkin Comedy Fantasy
871,Milos Forman,Matt Price,Gerry Becker,Tom Dreesen,Biography Comedy Drama,man on the moon,Matt Price Gerry Becker Tom Dreesen Milos Forman Biography Comedy Drama
874,Paul Hunter,Jaime King,Mako,Victoria Smurfit,Action Comedy Fantasy,bulletproof monk,Jaime King Mako Victoria Smurfit Paul Hunter Action Comedy Fantasy
875,Bobby Farrelly,Robert Forster,Tony Cox,Rob Moran,Comedy,"me, myself & irene",Robert Forster Tony Cox Rob Moran Bobby Farrelly Comedy
876,Steve Oedekerk,Rob Paulsen,Wanda Sykes,Maurice LaMarche,Animation Comedy Family,barnyard,Rob Paulsen Wanda Sykes Maurice LaMarche Steve Oedekerk Animation Comedy Family
877,John Whitesell,Matthew Broderick,Jorge Garcia,Alia Shawkat,Comedy Family,deck the halls,Matthew Broderick Jorge Garcia Alia Shawkat John Whitesell Comedy Family
879,Andrew Adamson,Kathleen Freeman,Chris Miller,Bobby Block,Adventure Animation Comedy Family Fantasy,shrek,Kathleen Freeman Chris Miller Bobby Block Andrew Adamson Adventure Animation Comedy Family Fantasy
882,Cameron Crowe,Tom Cruise,Kelly Preston,Bonnie Hunt,Comedy Drama Romance Sport,jerry maguire,Tom Cruise Kelly Preston Bonnie Hunt Cameron Crowe Comedy Drama Romance Sport
883,Seth MacFarlane,Mila Kunis,Seth MacFarlane,Tom Skerritt,Comedy Fantasy,ted,Mila Kunis Seth MacFarlane Tom Skerritt Seth MacFarlane Comedy Fantasy
884,James L. Brooks,Lupe Ontiveros,Yeardley Smith,Shirley Knight,Comedy Drama Romance,as good as it gets,Lupe Ontiveros Yeardley Smith Shirley Knight James L. Brooks Comedy Drama Romance
885,Tom Shadyac,Robin Williams,Philip Seymour Hoffman,Monica Potter,Biography Comedy Drama Romance,patch adams,Robin Williams Philip Seymour Hoffman Monica Potter Tom Shadyac Biography Comedy Drama Romance
886,Adam McKay,Harrison Ford,Will Ferrell,Steve Carell,Comedy,anchorman 2: the legend continues,Harrison Ford Will Ferrell Steve Carell Adam McKay Comedy
887,Steven Brill,Steve Buscemi,Adam Sandler,Peter Gallagher,Comedy Romance,mr. deeds,Steve Buscemi Adam Sandler Peter Gallagher Steven Brill Comedy Romance
890,Donald Petrie,Matthew McConaughey,Adam Goldberg,Thomas Lennon,Comedy Romance,how to lose a guy in 10 days,Matthew McConaughey Adam Goldberg Thomas Lennon Donald Petrie Comedy Romance
891,Phil Lord,Channing Tatum,Craig Roberts,Amber Stevens West,Action Comedy Crime,22 jump street,Channing Tatum Craig Roberts Amber Stevens West Phil Lord Action Comedy Crime
893,Peyton Reed,Bradley Cooper,Zooey Deschanel,Danny Masterson,Comedy Romance,yes man,Bradley Cooper Zooey Deschanel Danny Masterson Peyton Reed Comedy Romance
894,Rawson Marshall Thurber,Dwayne Johnson,Thomas Kretschmann,Megan Park,Action Comedy Crime,central intelligence,Dwayne Johnson Thomas Kretschmann Megan Park Rawson Marshall Thurber Action Comedy Crime
895,Chris Columbus,Julia Roberts,Liam Aiken,Herbert Russell,Comedy Drama,stepmom,Julia Roberts Liam Aiken Herbert Russell Chris Columbus Comedy Drama
896,Sean Anders,Will Ferrell,Linda Cardellini,Mark L. Young,Comedy Family,daddy's home,Will Ferrell Linda Cardellini Mark L. Young Sean Anders Comedy Family
897,Rob Marshall,Johnny Depp,Meryl Streep,Anna Kendrick,Adventure Comedy Drama Fantasy Musical,into the woods,Johnny Depp Meryl Streep Anna Kendrick Rob Marshall Adventure Comedy Drama Fantasy Musical
901,Cameron Crowe,Scarlett Johansson,Matt Damon,Stephanie Szostak,Comedy Drama Family,we bought a zoo,Scarlett Johansson Matt Damon Stephanie Szostak Cameron Crowe Comedy Drama Family
903,Tom Dey,Bradley Cooper,Matthew McConaughey,Zooey Deschanel,Comedy Romance,failure to launch,Bradley Cooper Matthew McConaughey Zooey Deschanel Tom Dey Comedy Romance
905,Glenn Ficarra,Ryan Gosling,Emma Stone,Steve Carell,Comedy Drama Romance,"crazy, stupid, love.",Ryan Gosling Emma Stone Steve Carell Glenn Ficarra Comedy Drama Romance
906,Peter Hewitt,Bill Murray,Mark Christopher Lawrence,Michael Monks,Animation Comedy Family Fantasy,garfield,Bill Murray Mark Christopher Lawrence Michael Monks Peter Hewitt Animation Comedy Family Fantasy
907,Joe Roth,Jamie Lee Curtis,Cheech Marin,Jake Busey,Comedy Family,christmas with the kranks,Jamie Lee Curtis Cheech Marin Jake Busey Joe Roth Comedy Family
913,David Dobkin,Fann Wong,Anna-Louise Plowman,Georgina Chapman,Action Adventure Comedy,shanghai knights,Fann Wong Anna-Louise Plowman Georgina Chapman David Dobkin Action Adventure Comedy
915,Matthew O'Callaghan,Will Ferrell,Frank Welker,Alexander Gould,Adventure Animation Comedy Family,curious george,Will Ferrell Frank Welker Alexander Gould Matthew O'Callaghan Adventure Animation Comedy Family
916,Angela Robinson,Scoot McNairy,Thomas Lennon,Cheryl Hines,Adventure Comedy Family Fantasy Romance Sport,herbie fully loaded,Scoot McNairy Thomas Lennon Cheryl Hines Angela Robinson Adventure Comedy Family Fantasy Romance Sport
922,Jorge R. GutiÃÂ©rrez,Channing Tatum,Hector Elizondo,Ana de la Reguera,Adventure Animation Comedy Family Fantasy Romance,the book of life,Channing Tatum Hector Elizondo Ana de la Reguera Jorge R. GutiÃÂ©rrez Adventure Animation Comedy Family Fantasy Romance
928,Howard Deutch,Keanu Reeves,Jon Favreau,Faizon Love,Comedy Sport,the replacements,Keanu Reeves Jon Favreau Faizon Love Howard Deutch Comedy Sport
929,Jon Hurwitz,Alyson Hannigan,Dania Ramirez,Natasha Lyonne,Comedy,american reunion,Alyson Hannigan Dania Ramirez Natasha Lyonne Jon Hurwitz Comedy
932,John Landis,Louis Lombardi,Jon Tenney,Gilbert R. Hill,Action Comedy Crime Thriller,beverly hills cop iii,Louis Lombardi Jon Tenney Gilbert R. Hill John Landis Action Comedy Crime Thriller
933,Joe Dante,Christopher Lee,Robert Picardo,Phoebe Cates,Comedy Fantasy Horror,gremlins 2: the new batch,Christopher Lee Robert Picardo Phoebe Cates Joe Dante Comedy Fantasy Horror
937,Beeban Kidron,Colin Firth,Jim Broadbent,Celia Imrie,Comedy Drama Romance,bridget jones: the edge of reason,Colin Firth Jim Broadbent Celia Imrie Beeban Kidron Comedy Drama Romance
942,Garry Marshall,Amber Valletta,Felicity Huffman,Spencer Breslin,Comedy Drama Romance,raising helen,Amber Valletta Felicity Huffman Spencer Breslin Garry Marshall Comedy Drama Romance
946,Andrew Bergman,Demi Moore,Rumer Willis,Paul Guilfoyle,Comedy Crime Drama Thriller,striptease,Demi Moore Rumer Willis Paul Guilfoyle Andrew Bergman Comedy Crime Drama Thriller
947,Tom Dey,Emma Stone,Judy Greer,Steve Coogan,Comedy Family,marmaduke,Emma Stone Judy Greer Steve Coogan Tom Dey Comedy Family
951,Rob Reiner,Bruce Willis,Tim Matheson,Rita Wilson,Comedy Drama Romance,the story of us,Bruce Willis Tim Matheson Rita Wilson Rob Reiner Comedy Drama Romance
957,Brad Bird,Vin Diesel,Harry Connick Jr.,M. Emmet Walsh,Action Adventure Animation Comedy Drama Family Sci-Fi,the iron giant,Vin Diesel Harry Connick Jr. M. Emmet Walsh Brad Bird Action Adventure Animation Comedy Drama Family Sci-Fi
958,Wes Anderson,Bill Murray,Anjelica Huston,Matthew Gray Gubler,Adventure Comedy Drama,the life aquatic with steve zissou,Bill Murray Anjelica Huston Matthew Gray Gubler Wes Anderson Adventure Comedy Drama
961,Stephen Herek,Christina Milian,Vanessa Ferlito,Kelli Garner,Action Comedy,man of the house,Christina Milian Vanessa Ferlito Kelli Garner Stephen Herek Action Comedy
966,David Gordon Green,Natalie Portman,Zooey Deschanel,James Franco,Adventure Comedy Fantasy,your highness,Natalie Portman Zooey Deschanel James Franco David Gordon Green Adventure Comedy Fantasy
969,Patrick Read Johnson,Joe Mantegna,Lara Flynn Boyle,Cynthia Nixon,Adventure Comedy Crime Drama Family,baby's day out,Joe Mantegna Lara Flynn Boyle Cynthia Nixon Patrick Read Johnson Adventure Comedy Crime Drama Family
977,Danny DeVito,Robin Williams,Vincent Schiavelli,Danny Woodburn,Comedy Crime Drama Thriller,death to smoochy,Robin Williams Vincent Schiavelli Danny Woodburn Danny DeVito Comedy Crime Drama Thriller
978,Ben Stiller,Milla Jovovich,Will Ferrell,Justin Theroux,Comedy,zoolander 2,Milla Jovovich Will Ferrell Justin Theroux Ben Stiller Comedy
979,George Armitage,Morgan Freeman,Andrew Wilson,Willie Nelson,Comedy Crime,the big bounce,Morgan Freeman Andrew Wilson Willie Nelson George Armitage Comedy Crime
980,Mike Nichols,Judy Greer,Linda Fiorentino,Garry Shandling,Comedy Sci-Fi,what planet are you from?,Judy Greer Linda Fiorentino Garry Shandling Mike Nichols Comedy Sci-Fi
985,Renny Harlin,Lauren Holly,Gilbert Gottfried,David Patrick Kelly,Action Adventure Comedy Crime Music Mystery,the adventures of ford fairlane,Lauren Holly Gilbert Gottfried David Patrick Kelly Renny Harlin Action Adventure Comedy Crime Music Mystery
986,Richard Curtis,Philip Seymour Hoffman,Charlie Rowe,Tom Sturridge,Comedy Drama Music,pirate radio,Philip Seymour Hoffman Charlie Rowe Tom Sturridge Richard Curtis Comedy Drama Music
994,David O. Russell,Judy Greer,Jamie Kennedy,Mykelti Williamson,Action Adventure Comedy Drama War,three kings,Judy Greer Jamie Kennedy Mykelti Williamson David O. Russell Action Adventure Comedy Drama War
996,Jerry Zucker,Corinna Harney,Douglas Haase,Vince Vieluf,Adventure Comedy,rat race,Corinna Harney Douglas Haase Vince Vieluf Jerry Zucker Adventure Comedy
998,James Mangold,Hugh Jackman,Natasha Lyonne,Bradley Whitford,Comedy Fantasy Romance,kate & leopold,Hugh Jackman Natasha Lyonne Bradley Whitford James Mangold Comedy Fantasy Romance
999,Harold Ramis,Brendan Fraser,Frances O'Connor,Brian Doyle-Murray,Comedy Fantasy Romance,bedazzled,Brendan Fraser Frances O'Connor Brian Doyle-Murray Harold Ramis Comedy Fantasy Romance
1004,Ben Stiller,Matthew Broderick,Janeane Garofalo,Andy Dick,Comedy Drama Thriller,the cable guy,Matthew Broderick Janeane Garofalo Andy Dick Ben Stiller Comedy Drama Thriller
1006,Warren Beatty,Charlie Korsmo,Warren Beatty,Seymour Cassel,Action Comedy Crime Music Romance Thriller,dick tracy,Charlie Korsmo Warren Beatty Seymour Cassel Warren Beatty Action Comedy Crime Music Romance Thriller
1008,Penny Marshall,Rosie Perez,Adam Garcia,Alissa Dean,Biography Comedy Drama,riding in cars with boys,Rosie Perez Adam Garcia Alissa Dean Penny Marshall Biography Comedy Drama
1010,Paul Bolger,Sarah Michelle Gellar,George Carlin,Rob Paulsen,Adventure Animation Comedy Family Fantasy,happily n'ever after,Sarah Michelle Gellar George Carlin Rob Paulsen Paul Bolger Adventure Animation Comedy Family Fantasy
1012,P.J. Hogan,Julia Roberts,Christopher Masterson,Rupert Everett,Comedy Romance,my best friend's wedding,Julia Roberts Christopher Masterson Rupert Everett P.J. Hogan Comedy Romance
1013,Joe Roth,Julia Roberts,Rainn Wilson,Larry King,Comedy Romance,america's sweethearts,Julia Roberts Rainn Wilson Larry King Joe Roth Comedy Romance
1018,Tom Shadyac,Maura Tierney,Swoosie Kurtz,Randall 'Tex' Cobb,Comedy Fantasy Romance,liar liar,Maura Tierney Swoosie Kurtz Randall 'Tex' Cobb Tom Shadyac Comedy Fantasy Romance
1021,Brian Levant,Jonathan Winters,Elizabeth Perkins,Harvey Korman,Comedy Family Fantasy,the flintstones,Jonathan Winters Elizabeth Perkins Harvey Korman Brian Levant Comedy Family Fantasy
1023,David Zucker,Regina Hall,Pamela Anderson,Jenny McCarthy,Comedy,scary movie 3,Regina Hall Pamela Anderson Jenny McCarthy David Zucker Comedy
1024,Donald Petrie,Candice Bergen,Wendy Raquel Robinson,Heather Burns,Action Comedy Crime Romance,miss congeniality,Candice Bergen Wendy Raquel Robinson Heather Burns Donald Petrie Action Comedy Crime Romance
1026,Garry Marshall,Anne Hathaway,Raven-SymonÃÂ©,Hector Elizondo,Comedy Family Romance,the princess diaries 2: royal engagement,Anne Hathaway Raven-SymonÃÂ© Hector Elizondo Garry Marshall Comedy Family Romance
1029,Rob Reiner,Morgan Freeman,Noel Gugliemi,Sean Hayes,Adventure Comedy Drama,the bucket list,Morgan Freeman Noel Gugliemi Sean Hayes Rob Reiner Adventure Comedy Drama
1031,Robert Luketic,Adam Scott,Jane Fonda,Elaine Stritch,Comedy Romance,monster-in-law,Adam Scott Jane Fonda Elaine Stritch Robert Luketic Comedy Romance
1034,Dean Parisot,Alan Rickman,Enrico Colantoni,Robin Sachs,Adventure Comedy Sci-Fi,galaxy quest,Alan Rickman Enrico Colantoni Robin Sachs Dean Parisot Adventure Comedy Sci-Fi
1035,Keenen Ivory Wayans,Natasha Lyonne,Veronica Cartwright,Andy Richter,Comedy,scary movie 2,Natasha Lyonne Veronica Cartwright Andy Richter Keenen Ivory Wayans Comedy
1036,James Bobin,Bill Cobbs,Eric Jacobson,Steve Whitmire,Adventure Comedy Family Musical,the muppets,Bill Cobbs Eric Jacobson Steve Whitmire James Bobin Adventure Comedy Family Musical
1041,David McNally,Adam Garcia,Tyra Banks,Izabella Miko,Comedy Drama Music Romance,coyote ugly,Adam Garcia Tyra Banks Izabella Miko David McNally Comedy Drama Music Romance
1042,Richard Curtis,Colin Firth,Liam Neeson,Kris Marshall,Comedy Drama Romance,love actually,Colin Firth Liam Neeson Kris Marshall Richard Curtis Comedy Drama Romance
1043,John Lasseter,Kevin Spacey,Madeline Kahn,John Ratzenberger,Adventure Animation Comedy Family Fantasy,a bug's life,Kevin Spacey Madeline Kahn John Ratzenberger John Lasseter Adventure Animation Comedy Family Fantasy
1045,Ron Shelton,Don Johnson,Cheech Marin,Rene Russo,Comedy Drama Romance Sport,tin cup,Don Johnson Cheech Marin Rene Russo Ron Shelton Comedy Drama Romance Sport
1046,Melville Shavelson,Lucille Ball,Tom Bosley,Tim Matheson,Comedy Family,"yours, mine and ours",Lucille Ball Tom Bosley Tim Matheson Melville Shavelson Comedy Family
1047,Jesse Dylan,Josh Hutcherson,Will Ferrell,Robert Duvall,Comedy Family Romance Sport,kicking & screaming,Josh Hutcherson Will Ferrell Robert Duvall Jesse Dylan Comedy Family Romance Sport
1048,Garth Jennings,Zooey Deschanel,Kelly Macdonald,Thomas Lennon,Adventure Comedy Sci-Fi,the hitchhiker's guide to the galaxy,Zooey Deschanel Kelly Macdonald Thomas Lennon Garth Jennings Adventure Comedy Sci-Fi
1049,Joel Zwick,Dania Ramirez,Nick Zano,Alice Greczyn,Comedy Family Fantasy Romance,fat albert,Dania Ramirez Nick Zano Alice Greczyn Joel Zwick Comedy Family Fantasy Romance
1051,Frank Coraci,Bella Thorne,Adam Sandler,Joel McHale,Comedy Romance,blended,Bella Thorne Adam Sandler Joel McHale Frank Coraci Comedy Romance
1052,Wayne Wang,LL Cool J,Alicia Witt,Timothy Hutton,Adventure Comedy Drama,last holiday,LL Cool J Alicia Witt Timothy Hutton Wayne Wang Adventure Comedy Drama
1057,Peter Howitt,Kevin McNally,Natalie Imbruglia,Ben Miller,Action Adventure Comedy,johnny english,Kevin McNally Natalie Imbruglia Ben Miller Peter Howitt Action Adventure Comedy
1058,John A. Davis,Nicolas Cage,Meryl Streep,Julia Roberts,Adventure Animation Comedy Family Fantasy,the ant bully,Nicolas Cage Meryl Streep Julia Roberts John A. Davis Adventure Animation Comedy Family Fantasy
1063,John Gray,Alexa PenaVega,Bob Gunton,Keenen Ivory Wayans,Action Comedy Crime Drama Thriller,the glimmer man,Alexa PenaVega Bob Gunton Keenen Ivory Wayans John Gray Action Comedy Crime Drama Thriller
1064,Harold Ramis,John de Lancie,Brian Doyle-Murray,Obba BabatundÃÂ©,Comedy Romance Sci-Fi,multiplicity,John de Lancie Brian Doyle-Murray Obba BabatundÃÂ© Harold Ramis Comedy Romance Sci-Fi
1065,John Schultz,Malese Jow,Carter Jenkins,Tim Meadows,Adventure Comedy Family Fantasy Sci-Fi,aliens in the attic,Malese Jow Carter Jenkins Tim Meadows John Schultz Adventure Comedy Family Fantasy Sci-Fi
1067,Susan Stroman,Jon Lovitz,Will Ferrell,Matthew Broderick,Comedy Musical,the producers,Jon Lovitz Will Ferrell Matthew Broderick Susan Stroman Comedy Musical
1069,Simon Wincer,Cary-Hiroyuki Tagawa,Treat Williams,Kristy Swanson,Action Adventure Comedy Fantasy,the phantom,Cary-Hiroyuki Tagawa Treat Williams Kristy Swanson Simon Wincer Action Adventure Comedy Fantasy
1077,Barry Sonnenfeld,Zooey Deschanel,Janeane Garofalo,Omar Epps,Comedy Crime Thriller,big trouble,Zooey Deschanel Janeane Garofalo Omar Epps Barry Sonnenfeld Comedy Crime Thriller
1081,Oliver Parker,Daniel Kaluuya,Tim McInnerny,Togo Igawa,Action Adventure Comedy Crime,johnny english reborn,Daniel Kaluuya Tim McInnerny Togo Igawa Oliver Parker Action Adventure Comedy Crime
1082,Lawrence Kasanoff,Jerry Stiller,Larry Miller,Harvey Fierstein,Action Animation Comedy Family Fantasy,foodfight!,Jerry Stiller Larry Miller Harvey Fierstein Lawrence Kasanoff Action Animation Comedy Family Fantasy
1085,Andy Tennant,Gerard Butler,Dorian Missick,Peter Greene,Action Comedy Romance,the bounty hunter,Gerard Butler Dorian Missick Peter Greene Andy Tennant Action Comedy Romance
1093,Betty Thomas,Steve Buscemi,Viggo Mortensen,Elizabeth Perkins,Comedy Drama,28 days,Steve Buscemi Viggo Mortensen Elizabeth Perkins Betty Thomas Comedy Drama
1095,Roger Kumble,Judith Chapman,Lillian Adams,Chelsea Bond,Comedy Romance,the sweetest thing,Judith Chapman Lillian Adams Chelsea Bond Roger Kumble Comedy Romance
1099,Phil Lord,Channing Tatum,Dax Flame,Rob Riggle,Action Comedy Crime,21 jump street,Channing Tatum Dax Flame Rob Riggle Phil Lord Action Comedy Crime
1100,Roger Michell,Julia Roberts,Clarke Peters,Dylan Moran,Comedy Drama Romance,notting hill,Julia Roberts Clarke Peters Dylan Moran Roger Michell Comedy Drama Romance
1101,Peter Lord,Imelda Staunton,Miranda Richardson,Julia Sawalha,Adventure Animation Comedy Drama Family,chicken run,Imelda Staunton Miranda Richardson Julia Sawalha Peter Lord Adventure Animation Comedy Drama Family
1102,John Hamburg,Philip Seymour Hoffman,Masi Oka,Debra Messing,Comedy Romance,along came polly,Philip Seymour Hoffman Masi Oka Debra Messing John Hamburg Comedy Romance
1103,Reginald Hudlin,John Witherspoon,Eartha Kitt,Geoffrey Holder,Comedy Drama Romance,boomerang,John Witherspoon Eartha Kitt Geoffrey Holder Reginald Hudlin Comedy Drama Romance
1104,Paul Feig,Michael Rapaport,William Xifaras,DemiÃÂ¡n Bichir,Action Comedy Crime,the heat,Michael Rapaport William Xifaras DemiÃÂ¡n Bichir Paul Feig Action Comedy Crime
1106,Frank Coraci,Salma Hayek,Reggie Lee,Charice,Action Comedy Sport,here comes the boom,Salma Hayek Reggie Lee Charice Frank Coraci Action Comedy Sport
1108,Barbra Streisand,Jeff Bridges,Austin Pendleton,Mimi Rogers,Comedy Drama Romance,the mirror has two faces,Jeff Bridges Austin Pendleton Mimi Rogers Barbra Streisand Comedy Drama Romance
1110,Larry Charles,Bono,Elton John,Slash,Comedy,brÃÂ¼no,Bono Elton John Slash Larry Charles Comedy
1114,Annabel Jankel,Bob Hoskins,Fisher Stevens,Fiona Shaw,Adventure Comedy Family Fantasy Sci-Fi,super mario bros.,Bob Hoskins Fisher Stevens Fiona Shaw Annabel Jankel Adventure Comedy Family Fantasy Sci-Fi
1116,Julie Anne Robinson,Fisher Stevens,Debbie Reynolds,Patrick Fischler,Action Comedy Crime Romance Thriller,one for the money,Fisher Stevens Debbie Reynolds Patrick Fischler Julie Anne Robinson Action Comedy Crime Romance Thriller
1117,Evan Goldberg,James Franco,Randall Park,Anders Holm,Comedy,the interview,James Franco Randall Park Anders Holm Evan Goldberg Comedy
1119,unknown,Tim Conway,Gavin MacLeod,Bob Hastings,Comedy War,mchale's navyÃÂ            ,Tim Conway Gavin MacLeod Bob Hastings unknown Comedy War
1120,Jean-Pierre Jeunet,Omar Sy,Dany Boon,AndrÃÂ© Dussollier,Action Comedy Crime,micmacs,Omar Sy Dany Boon AndrÃÂ© Dussollier Jean-Pierre Jeunet Action Comedy Crime
1122,Jamel Debbouze,Jamel Debbouze,Youssef Hajdi,MÃÂ©lissa Theuriau,Adventure Animation Comedy Family,animal kingdom: let's go ape,Jamel Debbouze Youssef Hajdi MÃÂ©lissa Theuriau Jamel Debbouze Adventure Animation Comedy Family
1124,Gordon Chan,Julian Sands,Lee Evans,Anthony Chau-Sang Wong,Action Comedy Fantasy,the medallion,Julian Sands Lee Evans Anthony Chau-Sang Wong Gordon Chan Action Comedy Fantasy
1127,David Frankel,Joel McHale,Kevin Pollak,JoBeth Williams,Comedy,the big year,Joel McHale Kevin Pollak JoBeth Williams David Frankel Comedy
1129,Anne Fletcher,Ryan Reynolds,Denis O'Hare,Craig T. Nelson,Comedy Drama Romance,the proposal,Ryan Reynolds Denis O'Hare Craig T. Nelson Anne Fletcher Comedy Drama Romance
1131,Robert Zemeckis,Lea Thompson,Jeffrey Weissman,Thomas F. Wilson,Adventure Comedy Sci-Fi,back to the future part ii,Lea Thompson Jeffrey Weissman Thomas F. Wilson Robert Zemeckis Adventure Comedy Sci-Fi
1134,Robert Rodriguez,Sylvester Stallone,Salma Hayek,Alexa PenaVega,Action Adventure Comedy Family Sci-Fi,spy kids 3-d: game over,Sylvester Stallone Salma Hayek Alexa PenaVega Robert Rodriguez Action Adventure Comedy Family Sci-Fi
1136,Shawn Levy,Tom Welling,Alyson Stoner,Bonnie Hunt,Comedy Family,cheaper by the dozen,Tom Welling Alyson Stoner Bonnie Hunt Shawn Levy Comedy Family
