,director_name,actor_1_name,actor_2_name,actor_3_name,genres,movie_title,comb
136,Paul McGuigan,Daniel Radcliffe,Spencer Wilding,Daniel Mays,Drama Horror Sci-Fi Thriller,victor frankenstein,Daniel Radcliffe Spencer Wilding Daniel Mays Paul McGuigan Drama Horror Sci-Fi Thriller
137,Katt Shea,Jason London,Rachel Blanchard,Eddie Kaye Thomas,Horror Sci-Fi Thriller,the rage: carrie 2,Jason London Rachel Blanchard Eddie Kaye Thomas Katt Shea Horror Sci-Fi Thriller
138,David Cronenberg,Jennifer Jason Leigh,Sarah Polley,Callum Rennie,Horror Sci-Fi Thriller,existenz,Jennifer Jason Leigh Sarah Polley Callum Rennie David Cronenberg Horror Sci-Fi Thriller
139,Jim Sonzero,Ian Somerhalder,Christina Milian,Rick Gonzalez,Drama Horror Sci-Fi Thriller,pulse,Ian Somerhalder Christina Milian Rick Gonzalez Jim Sonzero Drama Horror Sci-Fi Thriller
140,Jonathan Demme,Anthony Hopkins,Scott Glenn,Anthony Heald,Crime Drama Horror Thriller,the silence of the lambs,Anthony Hopkins Scott Glenn Anthony Heald Jonathan Demme Crime Drama Horror Thriller
141,Jeannot Szwarc,Roy Scheider,Murray Hamilton,Joseph Mascolo,Adventure Horror Thriller,jaws 2,Roy Scheider Murray Hamilton Joseph Mascolo Jeannot Szwarc Adventure Horror Thriller
142,James Wan,Mackenzie Foy,Lili Taylor,Hayley McFarland,Horror Mystery Thriller,the conjuring,Mackenzie Foy Lili Taylor Hayley McFarland James Wan Horror Mystery Thriller
143,Stephen Kay,Barry Watson,Skye McCole Bartusiak,Charles Mesure,Drama Horror Mystery Thriller,boogeyman,Barry Watson Skye McCole Bartusiak Charles Mesure Stephen Kay Drama Horror Mystery Thriller
144,Takashi Shimizu,Sarah Michelle Gellar,Sarah Roemer,Matthew Knight,Horror Thriller,the grudge 2,Sarah Michelle Gellar Sarah Roemer Matthew Knight Takashi Shimizu Horror Thriller
145,John Luessenhop,Gunnar Hansen,Keram Malicki-SÃÂ¡nchez,Shaun Sipos,Horror Thriller,texas chainsaw 3d,Gunnar Hansen Keram Malicki-SÃÂ¡nchez Shaun Sipos John Luessenhop Horror Thriller
146,Steve Beck,Isaiah Washington,Ron Eldard,Francesca Rettondini,Horror,ghost ship,Isaiah Washington Ron Eldard Francesca Rettondini Steve Beck Horror
147,Eric Valette,Johnny Lewis,Jason Beghe,Margaret Cho,Horror Mystery,one missed call,Johnny Lewis Jason Beghe Margaret Cho Eric Valette Horror Mystery
148,Michael Spierig,Jay Laga'aia,Damien Garvey,Tiffany Lamb,Action Horror Sci-Fi Thriller,daybreakers,Jay Laga'aia Damien Garvey Tiffany Lamb Michael Spierig Action Horror Sci-Fi Thriller
149,William Brent Bell,Adam Goldberg,Frankie Muniz,Samaire Armstrong,Horror Thriller,stay alive,Adam Goldberg Frankie Muniz Samaire Armstrong William Brent Bell Horror Thriller
150,John Carpenter,Sheryl Lee,Cary-Hiroyuki Tagawa,Maximilian Schell,Action Horror Thriller,vampires,Sheryl Lee Cary-Hiroyuki Tagawa Maximilian Schell John Carpenter Action Horror Thriller
151,Alfred Hitchcock,Janet Leigh,Vera Miles,John Gavin,Horror Mystery Thriller,psycho,Janet Leigh Vera Miles John Gavin Alfred Hitchcock Horror Mystery Thriller
152,Michael J. Bassett,Radha Mitchell,Deborah Kara Unger,Martin Donovan,Adventure Drama Horror Mystery Thriller,silent hill: revelation 3d,Radha Mitchell Deborah Kara Unger Martin Donovan Michael J. Bassett Adventure Drama Horror Mystery Thriller
153,Robert Rodriguez,Quentin Tarantino,Salma Hayek,Cheech Marin,Crime Fantasy Horror,from dusk till dawn,Quentin Tarantino Salma Hayek Cheech Marin Robert Rodriguez Crime Fantasy Horror
154,Matt Reeves,ChloÃÂ« Grace Moretz,Dylan Minnette,Kodi Smit-McPhee,Drama Fantasy Horror Mystery,let me in,ChloÃÂ« Grace Moretz Dylan Minnette Kodi Smit-McPhee Matt Reeves Drama Fantasy Horror Mystery
155,Glen Morgan,Laura Harring,Ty Olsson,Jackie Burroughs,Drama Horror Sci-Fi Thriller,willard,Laura Harring Ty Olsson Jackie Burroughs Glen Morgan Drama Horror Sci-Fi Thriller
156,Uwe Boll,Catherine Lough Haggquist,Darren Shahlavi,Karin Konoval,Horror Sci-Fi,alone in the dark,Catherine Lough Haggquist Darren Shahlavi Karin Konoval Uwe Boll Horror Sci-Fi
157,Kevin Munroe,Marco St. John,Laura Spencer,Anita Briem,Action Comedy Crime Fantasy Horror Mystery Sci-Fi Thriller,dylan dog: dead of night,Marco St. John Laura Spencer Anita Briem Kevin Munroe Action Comedy Crime Fantasy Horror Mystery Sci-Fi Thriller
158,Wes Craven,David Arquette,W. Earl Brown,Roger Jackson,Horror Mystery,scream,David Arquette W. Earl Brown Roger Jackson Wes Craven Horror Mystery
159,Steve Beck,Shannon Elizabeth,Embeth Davidtz,F. Murray Abraham,Horror,thir13en ghosts,Shannon Elizabeth Embeth Davidtz F. Murray Abraham Steve Beck Horror
160,Stanley Kubrick,Scatman Crothers,Shelley Duvall,Joe Turkel,Drama Horror,the shining,Scatman Crothers Shelley Duvall Joe Turkel Stanley Kubrick Drama Horror
161,William Malone,Jeffrey Combs,Peter Gallagher,Bridgette Wilson-Sampras,Horror Mystery Thriller,house on haunted hill,Jeffrey Combs Peter Gallagher Bridgette Wilson-Sampras William Malone Horror Mystery Thriller
162,Breck Eisner,Radha Mitchell,Glenn Morshower,John Aylward,Horror Thriller,the crazies,Radha Mitchell Glenn Morshower John Aylward Breck Eisner Horror Thriller
163,Andrew Douglas,Jimmy Bennett,ChloÃÂ« Grace Moretz,Ryan Reynolds,Drama Horror Mystery Thriller,the amityville horror,Jimmy Bennett ChloÃÂ« Grace Moretz Ryan Reynolds Andrew Douglas Drama Horror Mystery Thriller
164,George A. Romero,Tony Nappo,Shawn Roberts,Pedro Miguel Arce,Horror,land of the dead,Tony Nappo Shawn Roberts Pedro Miguel Arce George A. Romero Horror
165,Scott Derrickson,Tom Wilkinson,Colm Feore,JR Bourne,Drama Horror Thriller,the exorcism of emily rose,Tom Wilkinson Colm Feore JR Bourne Scott Derrickson Drama Horror Thriller
166,John McTiernan,Shane Black,Bill Duke,Carl Weathers,Action Horror Sci-Fi,predator,Shane Black Bill Duke Carl Weathers John McTiernan Action Horror Sci-Fi
167,Nelson McCormick,Ming-Na Wen,Scott Porter,Collins Pennie,Horror Mystery,prom night,Ming-Na Wen Scott Porter Collins Pennie Nelson McCormick Horror Mystery
168,Zack Ward,Zack Ward,Anna Harr,James Cullen Bressack,Horror,restoration,Zack Ward Anna Harr James Cullen Bressack Zack Ward Horror
169,Mike Marvin,Clint Howard,Randy Quaid,Nick Cassavetes,Action Horror Romance Sci-Fi Thriller,the wraith,Clint Howard Randy Quaid Nick Cassavetes Mike Marvin Action Horror Romance Sci-Fi Thriller
170,Rodrigo CortÃÂ©s,Robert De Niro,Toby Jones,Craig Roberts,Drama Horror Mystery Thriller,red lights,Robert De Niro Toby Jones Craig Roberts Rodrigo CortÃÂ©s Drama Horror Mystery Thriller
171,David Hayter,Jason Momoa,Jennifer Hale,Stephen McHattie,Action Horror,wolves,Jason Momoa Jennifer Hale Stephen McHattie David Hayter Action Horror
172,Alejandro AmenÃÂ¡bar,Fionnula Flanagan,Elaine Cassidy,Eric Sykes,Fantasy Horror Thriller,the others,Fionnula Flanagan Elaine Cassidy Eric Sykes Alejandro AmenÃÂ¡bar Fantasy Horror Thriller
173,Jim Gillespie,Muse Watson,Sarah Michelle Gellar,Anne Heche,Horror Mystery Thriller,i know what you did last summer,Muse Watson Sarah Michelle Gellar Anne Heche Jim Gillespie Horror Mystery Thriller
174,Kevin Greutert,Costas Mandylor,Gina Holden,Betsy Russell,Horror Mystery,saw 3d: the final chapter,Costas Mandylor Gina Holden Betsy Russell Kevin Greutert Horror Mystery
175,Alexandre Aja,Dan Byrd,Greg Nicotero,Vinessa Shaw,Horror,the hills have eyes,Dan Byrd Greg Nicotero Vinessa Shaw Alexandre Aja Horror
176,Robert Harmon,Alexander Gould,Ethan Embry,Marc Blucas,Horror Mystery Thriller,they,Alexander Gould Ethan Embry Marc Blucas Robert Harmon Horror Mystery Thriller
177,Fede Alvarez,Lou Taylor Pucci,Elizabeth Blackmore,Ellen Sandweiss,Horror,evil dead,Lou Taylor Pucci Elizabeth Blackmore Ellen Sandweiss Fede Alvarez Horror
178,Noel Marshall,Tippi Hedren,Melanie Griffith,Zakes Mokae,Adventure Horror Thriller,roar,Tippi Hedren Melanie Griffith Zakes Mokae Noel Marshall Adventure Horror Thriller
179,Todd Lincoln,Julianna Guill,Rick Gomez,Tim Williams,Horror Thriller,the apparition,Julianna Guill Rick Gomez Tim Williams Todd Lincoln Horror Thriller
180,Jonathan Liebesman,Matt Bomer,Jordana Brewster,Lew Temple,Horror,the texas chainsaw massacre: the beginning,Matt Bomer Jordana Brewster Lew Temple Jonathan Liebesman Horror
181,Christian E. Christiansen,Leighton Meester,Danneel Ackles,Frances Fisher,Drama Horror Thriller,the roommate,Leighton Meester Danneel Ackles Frances Fisher Christian E. Christiansen Drama Horror Thriller
182,Karyn Kusama,J.K. Simmons,Amy Sedaris,Cynthia Stevenson,Comedy Fantasy Horror,jennifer's body,J.K. Simmons Amy Sedaris Cynthia Stevenson Karyn Kusama Comedy Fantasy Horror
183,James Gunn,Dustin Milligan,Gregg Henry,Tania Saulnier,Comedy Horror Sci-Fi,slither,Dustin Milligan Gregg Henry Tania Saulnier James Gunn Comedy Horror Sci-Fi
184,unknown,Bex Taylor-Klaus,Bobby Campo,Jason Wiles,Crime Drama Horror Mystery Thriller,scream: the tv seriesÃÂ            ,Bex Taylor-Klaus Bobby Campo Jason Wiles unknown Crime Drama Horror Mystery Thriller
185,AndrÃÂ©s Muschietti,Javier Botet,Megan Charpentier,Isabelle NÃÂ©lisse,Fantasy Horror,mama,Javier Botet Megan Charpentier Isabelle NÃÂ©lisse AndrÃÂ©s Muschietti Fantasy Horror
186,James Watkins,Daniel Radcliffe,Roger Allam,Jessica Raine,Drama Fantasy Horror Thriller,the woman in black,Daniel Radcliffe Roger Allam Jessica Raine James Watkins Drama Fantasy Horror Thriller
187,Simon West,Madeline Carroll,Tessa Thompson,Brian Geraghty,Horror Thriller,when a stranger calls,Madeline Carroll Tessa Thompson Brian Geraghty Simon West Horror Thriller
188,Michael Dougherty,Adam Scott,Conchata Ferrell,Allison Tolman,Comedy Fantasy Horror,krampus,Adam Scott Conchata Ferrell Allison Tolman Michael Dougherty Comedy Fantasy Horror
189,Robert Rodriguez,Jordana Brewster,Salma Hayek,Clea DuVall,Horror Mystery Sci-Fi,the faculty,Jordana Brewster Salma Hayek Clea DuVall Robert Rodriguez Horror Mystery Sci-Fi
190,Rick Rosenthal,Jamie Lee Curtis,Thomas Ian Nicholas,Bianca Kajlich,Comedy Horror Thriller,halloween: resurrection,Jamie Lee Curtis Thomas Ian Nicholas Bianca Kajlich Rick Rosenthal Comedy Horror Thriller
191,Juan Carlos Fresnadillo,Jeremy Renner,Harold Perrineau,Catherine McCormack,Drama Horror Sci-Fi,28 weeks later,Jeremy Renner Harold Perrineau Catherine McCormack Juan Carlos Fresnadillo Drama Horror Sci-Fi
192,Joe Berlinger,Kim Director,Erica Leerhsen,Kurt Loder,Adventure Fantasy Horror Mystery Thriller,book of shadows: blair witch 2,Kim Director Erica Leerhsen Kurt Loder Joe Berlinger Adventure Fantasy Horror Mystery Thriller
193,Andrew Fleming,Christine Taylor,Rachel True,Brenda Strong,Drama Fantasy Horror Thriller,the craft,Christine Taylor Rachel True Brenda Strong Andrew Fleming Drama Fantasy Horror Thriller
194,Martin Weisz,Jeff Kober,Daniella Alonso,Jacob Vargas,Horror,the hills have eyes ii,Jeff Kober Daniella Alonso Jacob Vargas Martin Weisz Horror
195,John Ottman,Loretta Devine,Joey Lawrence,Jacinda Barrett,Horror Mystery Thriller,urban legends: final cut,Loretta Devine Joey Lawrence Jacinda Barrett John Ottman Horror Mystery Thriller
196,David Nutter,Bruce Greenwood,Ethan Embry,Katharine Isabelle,Horror Mystery Sci-Fi Thriller,disturbing behavior,Bruce Greenwood Ethan Embry Katharine Isabelle David Nutter Horror Mystery Sci-Fi Thriller
197,Mark L. Lester,Heather Locklear,George C. Scott,David Keith,Action Horror Sci-Fi Thriller,firestarter,Heather Locklear George C. Scott David Keith Mark L. Lester Action Horror Sci-Fi Thriller
198,Rodman Flender,Vivica A. Fox,Fred Willard,Elden Henson,Comedy Fantasy Horror Thriller,idle hands,Vivica A. Fox Fred Willard Elden Henson Rodman Flender Comedy Fantasy Horror Thriller
199,Katja von Garnier,Olivier Martinez,Agnes Bruckner,Chris Geere,Drama Fantasy Horror Romance,blood and chocolate,Olivier Martinez Agnes Bruckner Chris Geere Katja von Garnier Drama Fantasy Horror Romance
200,Michael Haneke,Naomi Watts,Siobhan Fallon Hogan,Brady Corbet,Crime Drama Horror Thriller,funny games,Naomi Watts Siobhan Fallon Hogan Brady Corbet Michael Haneke Crime Drama Horror Thriller
201,RyÃÂ»hei Kitamura,Bradley Cooper,Brooke Shields,Leslie Bibb,Fantasy Horror Mystery,the midnight meat train,Bradley Cooper Brooke Shields Leslie Bibb RyÃÂ»hei Kitamura Fantasy Horror Mystery
202,Patrick Lussier,Jensen Ackles,Jaime King,Edi Gathegi,Horror Thriller,my bloody valentine,Jensen Ackles Jaime King Edi Gathegi Patrick Lussier Horror Thriller
203,Ole Bornedal,Kyra Sedgwick,Madison Davenport,Natasha Calis,Horror Thriller,the possession,Kyra Sedgwick Madison Davenport Natasha Calis Ole Bornedal Horror Thriller
204,Jamie Blanks,Alicia Witt,Loretta Devine,Julian Richings,Horror Mystery Thriller,urban legend,Alicia Witt Loretta Devine Julian Richings Jamie Blanks Horror Mystery Thriller
205,Wes Craven,John Witherspoon,W. Earl Brown,Allen Payne,Comedy Fantasy Horror Romance,vampire in brooklyn,John Witherspoon W. Earl Brown Allen Payne Wes Craven Comedy Fantasy Horror Romance
206,John Boorman,Linda Blair,Richard Burton,Ned Beatty,Horror,exorcist ii: the heretic,Linda Blair Richard Burton Ned Beatty John Boorman Horror
207,Courtney Solomon,Sissy Spacek,James D'Arcy,Vernon Dobtcheff,Horror Mystery Thriller,an american haunting,Sissy Spacek James D'Arcy Vernon Dobtcheff Courtney Solomon Horror Mystery Thriller
208,Tom Holland,Joe Mantegna,Bethany Joy Lenz,Kari Wuhrer,Fantasy Horror,thinner,Joe Mantegna Bethany Joy Lenz Kari Wuhrer Tom Holland Fantasy Horror
209,James Isaac,Peter Mensah,Kane Hodder,Lexa Doig,Action Horror Sci-Fi Thriller,jason x,Peter Mensah Kane Hodder Lexa Doig James Isaac Action Horror Sci-Fi Thriller
210,Stephen Carpenter,Melissa Sagemiller,Angela Featherstone,Candace Kroslak,Drama Horror Mystery Thriller,soul survivors,Melissa Sagemiller Angela Featherstone Candace Kroslak Stephen Carpenter Drama Horror Mystery Thriller
211,Bo Zenga,Steve Howey,Kenan Thompson,Diora Baird,Comedy Horror,stan helsing,Steve Howey Kenan Thompson Diora Baird Bo Zenga Comedy Horror
212,Jonathan Glazer,Scarlett Johansson,Paul Brannigan,Alison Chand,Drama Horror Sci-Fi Thriller,under the skin,Scarlett Johansson Paul Brannigan Alison Chand Jonathan Glazer Drama Horror Sci-Fi Thriller
213,Renny Harlin,Tuesday Knight,Rodney Eastman,Brooke Bundy,Fantasy Horror Thriller,a nightmare on elm street 4: the dream master,Tuesday Knight Rodney Eastman Brooke Bundy Renny Harlin Fantasy Horror Thriller
214,Jaume Collet-Serra,ÃÂscar Jaenada,Brett Cullen,Sedona Legge,Drama Horror Thriller,the shallows,ÃÂscar Jaenada Brett Cullen Sedona Legge Jaume Collet-Serra Drama Horror Thriller
215,John Lafia,Jenny Agutter,Beth Grant,Greg Germann,Fantasy Horror,child's play 2,Jenny Agutter Beth Grant Greg Germann John Lafia Fantasy Horror
216,Frank Darabont,Toby Jones,Alexa Davalos,Jeffrey DeMunn,Horror,the mist,Toby Jones Alexa Davalos Jeffrey DeMunn Frank Darabont Horror
217,Mark Neveldine,Djimon Hounsou,Alison Lohman,Dougray Scott,Horror Thriller,the vatican tapes,Djimon Hounsou Alison Lohman Dougray Scott Mark Neveldine Horror Thriller
218,Stewart Hendler,Julian Morris,Margo Harshman,Rumer Willis,Horror Mystery,sorority row,Julian Morris Margo Harshman Rumer Willis Stewart Hendler Horror Mystery
219,William Friedkin,Ellen Burstyn,Linda Blair,Lee J. Cobb,Horror,the exorcist,Ellen Burstyn Linda Blair Lee J. Cobb William Friedkin Horror
220,John Erick Dowdle,Andrew Fiscella,Jay Hernandez,Dania Ramirez,Horror Sci-Fi Thriller,quarantine,Andrew Fiscella Jay Hernandez Dania Ramirez John Erick Dowdle Horror Sci-Fi Thriller
221,David Moreau,ChloÃÂ« Grace Moretz,Alessandro Nivola,Obba BabatundÃÂ©,Horror Mystery,the eye,ChloÃÂ« Grace Moretz Alessandro Nivola Obba BabatundÃÂ© David Moreau Horror Mystery
222,John Frankenheimer,Talia Shire,Richard Dysart,Robert Foxworth,Horror Sci-Fi,prophecy,Talia Shire Richard Dysart Robert Foxworth John Frankenheimer Horror Sci-Fi
223,David Koepp,Illeana Douglas,Kathryn Erbe,Lusia Strus,Horror Mystery Thriller,stir of echoes,Illeana Douglas Kathryn Erbe Lusia Strus David Koepp Horror Mystery Thriller
224,Ernest R. Dickerson,CCH Pounder,Jada Pinkett Smith,Gary Farmer,Action Fantasy Horror Thriller,tales from the crypt: demon knight,CCH Pounder Jada Pinkett Smith Gary Farmer Ernest R. Dickerson Action Fantasy Horror Thriller
225,Joon-ho Bong,Doona Bae,Kang-ho Song,Ah-sung Ko,Comedy Drama Horror Sci-Fi,the host,Doona Bae Kang-ho Song Ah-sung Ko Joon-ho Bong Comedy Drama Horror Sci-Fi
226,Antonia Bird,Jeremy Davies,Jeffrey Jones,David Arquette,Fantasy Horror Thriller,ravenous,Jeremy Davies Jeffrey Jones David Arquette Antonia Bird Fantasy Horror Thriller
227,Mary Lambert,Miko Hughes,Fred Gwynne,Denise Crosby,Fantasy Horror,pet sematary,Miko Hughes Fred Gwynne Denise Crosby Mary Lambert Fantasy Horror
228,Joe Dante,Phoebe Cates,Harry Carey Jr.,Zach Galligan,Comedy Fantasy Horror,gremlins,Phoebe Cates Harry Carey Jr. Zach Galligan Joe Dante Comedy Fantasy Horror
229,Kevin Greutert,Costas Mandylor,Shawnee Smith,George Newbern,Horror Mystery,saw vi,Costas Mandylor Shawnee Smith George Newbern Kevin Greutert Horror Mystery
230,Tobe Hooper,Louise Fletcher,Bud Cort,William Bassett,Horror Sci-Fi,invaders from mars,Louise Fletcher Bud Cort William Bassett Tobe Hooper Horror Sci-Fi
231,Sam Raimi,Patricia Tallman,Bridget Fonda,Embeth Davidtz,Comedy Fantasy Horror,army of darkness,Patricia Tallman Bridget Fonda Embeth Davidtz Sam Raimi Comedy Fantasy Horror
232,Tobe Hooper,Heather O'Rourke,Zelda Rubinstein,Craig T. Nelson,Fantasy Horror,poltergeist,Heather O'Rourke Zelda Rubinstein Craig T. Nelson Tobe Hooper Fantasy Horror
233,David Hackl,Julie Benz,Costas Mandylor,Scott Patterson,Horror Mystery,saw v,Julie Benz Costas Mandylor Scott Patterson David Hackl Horror Mystery
234,Ruairi Robinson,Romola Garai,Olivia Williams,Tom Cullen,Horror Sci-Fi Thriller,the last days on mars,Romola Garai Olivia Williams Tom Cullen Ruairi Robinson Horror Sci-Fi Thriller
235,Jaume BalaguerÃÂ³,Lena Olin,Giancarlo Giannini,Francesc PagÃÂ¨s,Horror,darkness,Lena Olin Giancarlo Giannini Francesc PagÃÂ¨s Jaume BalaguerÃÂ³ Horror
236,Darren Lynn Bousman,Costas Mandylor,Shawnee Smith,Leigh Whannell,Horror Mystery,saw iii,Costas Mandylor Shawnee Smith Leigh Whannell Darren Lynn Bousman Horror Mystery
237,James DeMonaco,Frank Grillo,Joseph Julian Soria,Mykelti Williamson,Action Horror Sci-Fi Thriller,the purge: election year,Frank Grillo Joseph Julian Soria Mykelti Williamson James DeMonaco Action Horror Sci-Fi Thriller
238,Darren Lynn Bousman,Costas Mandylor,Shawnee Smith,Angus Macfadyen,Horror Mystery,saw iv,Costas Mandylor Shawnee Smith Angus Macfadyen Darren Lynn Bousman Horror Mystery
239,Geoffrey Sax,Deborah Kara Unger,Keegan Connor Tracy,Mike Dopud,Drama Horror Mystery Thriller,white noise,Deborah Kara Unger Keegan Connor Tracy Mike Dopud Geoffrey Sax Drama Horror Mystery Thriller
240,Takashi Shimizu,Sarah Michelle Gellar,Clea DuVall,Ted Raimi,Horror Mystery Thriller,the grudge,Sarah Michelle Gellar Clea DuVall Ted Raimi Takashi Shimizu Horror Mystery Thriller
241,Victor Salva,Eileen Brennan,Patricia Belcher,Jonathan Breck,Horror Mystery,jeepers creepers,Eileen Brennan Patricia Belcher Jonathan Breck Victor Salva Horror Mystery
242,William Brent Bell,Lauren Cohan,Rupert Evans,Stephanie Lemelin,Horror Mystery Thriller,the boy,Lauren Cohan Rupert Evans Stephanie Lemelin William Brent Bell Horror Mystery Thriller
243,John Erick Dowdle,Bojana Novakovic,Bokeem Woodbine,Geoffrey Arend,Horror Mystery Thriller,devil,Bojana Novakovic Bokeem Woodbine Geoffrey Arend John Erick Dowdle Horror Mystery Thriller
244,Leigh Whannell,Lin Shaye,Hayley Kiyoko,Leigh Whannell,Fantasy Horror Thriller,insidious: chapter 3,Lin Shaye Hayley Kiyoko Leigh Whannell Leigh Whannell Fantasy Horror Thriller
245,Brett Leonard,Jeff Fahey,Austin O'Brien,Troy Evans,Horror Sci-Fi,the lawnmower man,Jeff Fahey Austin O'Brien Troy Evans Brett Leonard Horror Sci-Fi
246,Joe Dante,Albert Brooks,Al Leong,Vic Morrow,Fantasy Horror Sci-Fi,twilight zone: the movie,Albert Brooks Al Leong Vic Morrow Joe Dante Fantasy Horror Sci-Fi
247,David Cronenberg,Tom Skerritt,Herbert Lom,Anthony Zerbe,Horror Sci-Fi Thriller,the dead zone,Tom Skerritt Herbert Lom Anthony Zerbe David Cronenberg Horror Sci-Fi Thriller
248,CiarÃÂ¡n Foy,Laila Haley,James Ransone,Jaden Klein,Horror Mystery Thriller,sinister 2,Laila Haley James Ransone Jaden Klein CiarÃÂ¡n Foy Horror Mystery Thriller
249,Jamie Blanks,Marley Shelton,Jessica Capshaw,Johnny Whitworth,Horror Mystery Thriller,valentine,Marley Shelton Jessica Capshaw Johnny Whitworth Jamie Blanks Horror Mystery Thriller
250,Ron Underwood,Reba McEntire,Ariana Richards,Michael Gross,Comedy Horror Sci-Fi,tremors,Reba McEntire Ariana Richards Michael Gross Ron Underwood Comedy Horror Sci-Fi
251,Rob Schmidt,Kevin Zegers,Lindy Booth,Julian Richings,Horror Thriller,wrong turn,Kevin Zegers Lindy Booth Julian Richings Rob Schmidt Horror Thriller
252,Marcus Dunstan,Daniel Sharman,Johanna Braddy,Lee Tergesen,Action Horror Thriller,the collection,Daniel Sharman Johanna Braddy Lee Tergesen Marcus Dunstan Action Horror Thriller
253,Jason Zada,Eoin Macken,Stephanie Vogt,Gen Seto,Horror Mystery Thriller,the forest,Eoin Macken Stephanie Vogt Gen Seto Jason Zada Horror Mystery Thriller
254,Christopher Smith,Danny Dyer,Toby Stephens,Laura Harris,Comedy Horror Thriller,severance,Danny Dyer Toby Stephens Laura Harris Christopher Smith Comedy Horror Thriller
255,Andrew Traucki,Damian Walshe-Howling,Gyton Grantley,Adrienne Pickering,Horror Thriller,the reef,Damian Walshe-Howling Gyton Grantley Adrienne Pickering Andrew Traucki Horror Thriller
256,Patrick Lussier,Teryl Rothery,Craig Fairbrass,Adrian Holmes,Drama Fantasy Horror Thriller,white noise 2: the light,Teryl Rothery Craig Fairbrass Adrian Holmes Patrick Lussier Drama Fantasy Horror Thriller
257,Gurinder Chadha,Sendhil Ramamurthy,Mark Addy,Shabana Azmi,Comedy Drama Horror Romance,it's a wonderful afterlife,Sendhil Ramamurthy Mark Addy Shabana Azmi Gurinder Chadha Comedy Drama Horror Romance
258,Jason Connery,Ray Winstone,Henry Rollins,Jason London,Action Horror Sci-Fi,the devil's tomb,Ray Winstone Henry Rollins Jason London Jason Connery Action Horror Sci-Fi
259,Douglas Aarniokoski,Boris Kodjoe,Katrina Bowden,Kathleen Turner,Horror Thriller,nurse 3d,Boris Kodjoe Katrina Bowden Kathleen Turner Douglas Aarniokoski Horror Thriller
260,Gary Sherman,Tom Skerritt,Heather O'Rourke,Zelda Rubinstein,Horror Thriller,poltergeist iii,Tom Skerritt Heather O'Rourke Zelda Rubinstein Gary Sherman Horror Thriller
261,Valeri Milev,Daniella Alonso,Roger Cross,Jesse Garcia,Action Horror,re-kill,Daniella Alonso Roger Cross Jesse Garcia Valeri Milev Action Horror
262,Gerald Potterton,John Vernon,Joe Flaherty,Don Francks,Adventure Animation Fantasy Horror Sci-Fi,heavy metal,John Vernon Joe Flaherty Don Francks Gerald Potterton Adventure Animation Fantasy Horror Sci-Fi
263,David Hackl,Scott Glenn,Michaela McManus,Luisa D'Oliveira,Action Horror Thriller,into the grizzly maze,Scott Glenn Michaela McManus Luisa D'Oliveira David Hackl Action Horror Thriller
264,Ridley Scott,Tom Skerritt,Yaphet Kotto,Bolaji Badejo,Horror Sci-Fi,alien,Tom Skerritt Yaphet Kotto Bolaji Badejo Ridley Scott Horror Sci-Fi
265,Joseph Kahn,Josh Hutcherson,Shanley Caswell,Parker Bagley,Comedy Horror Sci-Fi,detention,Josh Hutcherson Shanley Caswell Parker Bagley Joseph Kahn Comedy Horror Sci-Fi
266,Tom Holland,Catherine Hicks,Alex Vincent,Dinah Manoff,Fantasy Horror,child's play,Catherine Hicks Alex Vincent Dinah Manoff Tom Holland Fantasy Horror
267,James DeMonaco,Noel Gugliemi,Zach Gilford,Roberta Valderrama,Action Horror Sci-Fi Thriller,the purge: anarchy,Noel Gugliemi Zach Gilford Roberta Valderrama James DeMonaco Action Horror Sci-Fi Thriller
268,Glen Morgan,Oliver Hudson,Crystal Lowe,Andrea Martin,Horror,black christmas,Oliver Hudson Crystal Lowe Andrea Martin Glen Morgan Horror
269,Hong-jin Na,Jung-min Hwang,Jun Kunimura,Woo-hee Chun,Fantasy Horror Mystery Thriller,the wailing,Jung-min Hwang Jun Kunimura Woo-hee Chun Hong-jin Na Fantasy Horror Mystery Thriller
270,Dario Argento,John Amos,Adrienne Barbeau,Sally Kirkland,Horror,two evil eyes,John Amos Adrienne Barbeau Sally Kirkland Dario Argento Horror
271,Martyn Pick,Sean Pertwee,Steven Waddington,Donald Sumpter,Action Animation Fantasy Horror Mystery Sci-Fi Thriller,"ultramarines: a warhammer 40,000 movie",Sean Pertwee Steven Waddington Donald Sumpter Martyn Pick Action Animation Fantasy Horror Mystery Sci-Fi Thriller
272,Joel Schumacher,Dianne Wiest,Jami Gertz,Jason Patric,Comedy Fantasy Horror,the lost boys,Dianne Wiest Jami Gertz Jason Patric Joel Schumacher Comedy Fantasy Horror
273,Tom Elkins,Abigail Spencer,Cicely Tyson,Brad James,Drama Horror Mystery Thriller,the haunting in connecticut 2: ghosts of georgia,Abigail Spencer Cicely Tyson Brad James Tom Elkins Drama Horror Mystery Thriller
274,Darren Lynn Bousman,Alexa PenaVega,Paris Hilton,Paul Sorvino,Horror Musical Sci-Fi,repo! the genetic opera,Alexa PenaVega Paris Hilton Paul Sorvino Darren Lynn Bousman Horror Musical Sci-Fi
275,Jay Chandrasekhar,Brittany Daniel,Lindsay Price,Jay Chandrasekhar,Comedy Horror Thriller,club dread,Brittany Daniel Lindsay Price Jay Chandrasekhar Jay Chandrasekhar Comedy Horror Thriller
