,director_name,actor_1_name,actor_2_name,actor_3_name,genres,movie_title,comb
156,Michael Moore,Jim Acosta,Roger Alies,Brooke Bladwin,Documentary,fahrenheit 11/9,Jim Acosta Roger Alies Brooke Baldwin Michael Moore Documentary
157,Lisa D'Apolito,Andrew Alexander,Anne Beatts,Chevy Chase,Documentary,"love, gilda",Andrew Alexander Anne Beatts Chevy Chase Lisa D'Apolito Documentary
158,Peter Bogdanovich,Peter Bogdanovich,Dick Cavett,Frank Capra,Documentary,the great buster: a celebration,Peter Bogdanovich Dick Cavett Frank Capra Peter Bogdanovich Documentary
159,Alastair Fothergill ,Ed Helms,unknown,unknown,Documentary,penguins,Ed Helms unknown unknown Alastair Fothergill  Documentary
160,Michael Beach Nichols ,Miguel Bay,Christopher Barcia,Trevor J.Blank,Documentary,wrinkles the clown,Miguel Bay Christopher Barcia Trevor J.Blank Michael Beach Nichols  Documentary
161,Taylor Swift,Taylor Swift,Jack Antonoff,Aaron Dessner,Music Documentary,folklore: the long pond studio sessions,Taylor Swift Jack Antonoff Aaron Dessner Taylor Swift Music Documentary
162,R. J. Cutler,Billie Eilish,Finneas O'Connell,Maggie Baird,Documentary Music,billie eilish: the world's a little blurry,Billie Eilish Finneas O'Connell Maggie Baird R. J. Cutler Documentary Music
163,Michael Barnett,Mack Beggs,Sarah Rose Huckman,Terry Miller,Documentary,changing the game,Mack Beggs Sarah Rose Huckman Terry Miller Michael Barnett Documentary
164,Mariem P̩rez Riera,Rita Moreno,Eva Longoria,George Chakiris,Documentary,rita moreno: just a girl who decided to go for it,Rita Moreno Eva Longoria George Chakiris Mariem P̩rez Riera Documentary
165,Vanessa Roth,Mary J. Blige,Taraji P. Henson,Alicia Keys,Documentary Music,mary j. blige's my life,Mary J. Blige Taraji P. Henson Alicia Keys Vanessa Roth Documentary Music
166,Questlove,Dorinda Drake,Barbara Bland-Acosta,Darryl Lewis,Music Documentary History,summer of soul,Dorinda Drake Barbara Bland-Acosta Darryl Lewis Questlove Music Documentary History
167,Rick Altizer,Sherman Smith,Tony Evans,Stephen Kendrick,Documentary,show me the father,Sherman Smith Tony Evans Stephen Kendrick Rick Altizer Documentary
168,"Betsy West, Julie Cohen",Patrica Bell-Scott,Pauli Murray,Julie Cohen,Documentary,my name is pauli murray,"Patrica Bell-Scott Pauli Murray Julie Cohen Betsy West, Julie Cohen Documentary"
169,Erwin brothers,Amy Grant,Michael W. Smith,TobyMac,Documentary Music,the jesus music,Amy Grant Michael W. Smith TobyMac Erwin brothers Documentary Music
170,Jeff Tremaine,Johnny Knoxville,Steve-O,Chris Pontius,Comedy Documentary,jackass forever,Johnny Knoxville Steve-O Chris Pontius Jeff Tremaine Comedy Documentary
171,"Alastair Fothergill, Jeff Wilson",Alastair Fothergill,Jeff Wilson,Catherine Keener,Documentary Family,polar bear,Alastair Fothergill Jeff Wilson Catherine Keener Alastair Fothergill Jeff Wilson Documentary Family
172,Amanda Micheli,Jennifer Lopez,Ben Affleck,Adam Blackstone,Documentary Music,jennifer lopez: halftime,Jennifer Lopez Ben Affleck Adam Blackstone Amanda Micheli Documentary Music
173,Brett Morgen,David Bowie,Trevor Bolder,Ken Fordham,Documentary Music,moonage daydream,David Bowie Tervor Bolder Ken Fordham Brett Morgen Documentary Music
174,Kathlyn Horan,Kathlyn Horan (director),unknown,unknown,Documentary Music,the return of tanya tucker: featuring brandi carlile,Kathlyn Horan (director) unknown unknown Kathlyn Horan Documentary Music
175,Elvis Mitchell,Margaret Avery,Harry Belafonte,Charles Burnett,Documentary,is that black enough for you?!?,Margaret Avery Harry Belafonte Charles Burnett Elvis Mitchell Documentary
176,Yoshiki,Yoshiki,Sarah Brightman,Jane Zhang,Music Documentary,yoshiki: under the sky,Yoshiki Sarah Brightman Jane Zhang Yoshiki Music Documentary
177,Beyonc̩,Beyonc̩,Blue Ivy Carter,Diana Ross,Music Documentary,renaissance: a film by beyonc̩,Beyonc̩ Blue Ivy Carter Diana Ross Beyonc̩ Music Documentary
178,Fiona Robert,Fiona Robert,Sophia Robert,Paul Karmiryan,Documentary,a new york story,Fiona Robert Sophia Robert Paul Karmiryan Fiona Robert Documentary
179,Michael Felker,Adam David Thompson,Riley Dandy,Chloe Skoczen,Documentary,things will be different,Adam David Thompson Riley Dandy Chloe Skoczen Michael Felker Documentary
180,Morgan Neville,Morgan Neville (director); Pharrell Williams,Gwen Stefani,Kendrick Lamar,Animation Drama Music Documentary,piece by piece,Morgan Neville (director); Pharrell Williams Gwen Stefani Kendrick Lamar Morgan Neville Animation Drama Music Documentary
